#slotIndex,4
#slotTotal,6
#polarity,1
#outcome,0
#isMagnet,1
#shapeTested,1
#sampleCount,401
#decimation,1
#peakCounts,171
#gain,213
#amplitudeRatio,0.8028169274330139
#residual,0.0663464292883873
#gapMs,2264
#openedAtMs,701389
#closedAtMs,701777
#outcomeName,MAGNET
sample_index,counts
0,27
1,28
2,29
3,25
4,28
5,29
6,37
7,37
8,36
9,37
10,36
11,37
12,39
13,37
14,39
15,41
16,40
17,41
18,41
19,40
20,41
21,42
22,42
23,42
24,43
25,42
26,44
27,42
28,43
29,45
30,45
31,46
32,48
33,40
34,47
35,49
36,49
37,48
38,49
39,50
40,53
41,53
42,53
43,54
44,56
45,56
46,49
47,56
48,59
49,56
50,59
51,59
52,59
53,58
54,62
55,63
56,63
57,65
58,65
59,67
60,68
61,68
62,71
63,73
64,69
65,73
66,73
67,71
68,74
69,74
70,75
71,75
72,74
73,78
74,74
75,77
76,79
77,76
78,76
79,76
80,76
81,78
82,77
83,89
84,89
85,90
86,90
87,91
88,93
89,93
90,95
91,94
92,94
93,95
94,100
95,96
96,97
97,101
98,105
99,102
100,103
101,105
102,106
103,105
104,106
105,106
106,107
107,107
108,107
109,109
110,100
111,109
112,113
113,112
114,115
115,117
116,116
117,119
118,121
119,119
120,122
121,123
122,125
123,125
124,123
125,126
126,128
127,131
128,129
129,131
130,132
131,131
132,133
133,136
134,136
135,137
136,137
137,138
138,138
139,138
140,138
141,140
142,141
143,141
144,141
145,143
146,143
147,143
148,145
149,147
150,148
151,148
152,149
153,152
154,153
155,152
156,153
157,154
158,155
159,154
160,155
161,155
162,156
163,158
164,157
165,158
166,156
167,153
168,159
169,154
170,158
171,159
172,159
173,157
174,159
175,163
176,160
177,161
178,163
179,161
180,167
181,167
182,167
183,167
184,165
185,161
186,169
187,163
188,169
189,169
190,170
191,170
192,170
193,170
194,167
195,115
196,170
197,170
198,168
199,168
200,170
201,170
202,170
203,170
204,170
205,170
206,170
207,164
208,170
209,170
210,173
211,170
212,170
213,173
214,171
215,170
216,171
217,170
218,170
219,170
220,168
221,169
222,170
223,170
224,169
225,169
226,167
227,170
228,165
229,167
230,168
231,165
232,169
233,165
234,165
235,165
236,167
237,159
238,163
239,160
240,161
241,160
242,160
243,159
244,158
245,157
246,157
247,154
248,155
249,156
250,155
251,153
252,151
253,149
254,151
255,149
256,151
257,150
258,150
259,149
260,149
261,146
262,153
263,149
264,151
265,152
266,147
267,143
268,143
269,144
270,140
271,141
272,140
273,138
274,138
275,136
276,138
277,137
278,136
279,136
280,131
281,133
282,124
283,124
284,123
285,122
286,120
287,120
288,120
289,120
290,115
291,112
292,115
293,109
294,110
295,108
296,106
297,109
298,116
299,111
300,111
301,107
302,108
303,110
304,106
305,107
306,105
307,102
308,103
309,104
310,100
311,100
312,97
313,97
314,93
315,94
316,91
317,92
318,91
319,88
320,89
321,87
322,85
323,85
324,85
325,84
326,85
327,79
328,80
329,79
330,79
331,77
332,76
333,74
334,77
335,74
336,74
337,72
338,71
339,70
340,71
341,69
342,67
343,69
344,63
345,63
346,61
347,62
348,62
349,64
350,57
351,56
352,58
353,57
354,53
355,53
356,53
357,48
358,48
359,51
360,48
361,49
362,47
363,44
364,43
365,44
366,44
367,42
368,41
369,42
370,42
371,41
372,41
373,39
374,38
375,37
376,36
377,36
378,35
379,35
380,31
381,32
382,33
383,29
384,22
385,24
386,21
387,22
388,24
389,23
390,21
391,25
392,21
393,21
394,21
395,23
396,17
397,19
398,21
399,17
400,22
