t_s,regime,station,speed_mm_s,dist_mm,dist_lo_mm,dist_hi_mm,mm_past_prev_magnet,mm_before_next_magnet,hall_spread_counts,basis,verdict
369.023,ordinary,,264.1,52.8,46.0,59.7,47.8,199.9,22,"prior marker interval 1136 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
370.153,ordinary,,264.6,52.9,46.0,59.8,45.8,218.3,15,"prior marker interval 1134 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
371.36,ordinary,,251.5,50.3,43.8,56.8,45.8,169.5,18,"prior marker interval 1193 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
372.418,ordinary,,288.3,57.7,50.2,65.2,53.0,219.7,21,"prior marker interval 1058 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
373.55,ordinary,,260.6,52.1,45.4,58.9,44.3,209.6,23,"prior marker interval 1151 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
374.756,ordinary,,255.5,51.1,44.5,57.8,51.6,231.5,17,"prior marker interval 1174 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
376.051,ordinary,,233.2,46.6,40.6,52.7,44.1,218.3,10,"prior marker interval 1308 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
377.378,ordinary,,241.5,48.3,42.0,54.6,46.1,175.8,20,"prior marker interval 1325 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
378.494,ordinary,,259.4,51.9,45.1,58.6,48.8,218.7,19,"prior marker interval 1118 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
379.719,ordinary,,260.6,52.1,45.3,58.9,47.4,186.8,18,"prior marker interval 1228 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
380.818,ordinary,,272.5,54.5,47.4,61.6,49.6,265.4,21,"prior marker interval 1101 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
382.197,ordinary,,221.1,44.2,38.5,50.0,45.3,196.1,16,"prior marker interval 1357 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
383.48,ordinary,,236.1,47.2,41.1,53.4,46.3,261.3,19,"prior marker interval 1292 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
384.999,ordinary,,219.6,43.9,38.2,49.6,46.5,253.6,17,"prior marker interval 1503 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
386.562,ordinary,,210.9,42.2,36.7,47.7,43.9,219.7,21,"prior marker interval 1565 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
388.012,ordinary,,220.5,44.1,38.4,49.8,45.9,236.0,18,"prior marker interval 1451 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
389.492,ordinary,,220.0,44.0,38.3,49.7,46.2,233.7,17,"prior marker interval 1477 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
390.958,ordinary,,213.6,42.7,37.2,48.3,43.6,239.0,17,"prior marker interval 1475 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
392.486,ordinary,,233.6,46.7,40.6,52.8,48.8,227.9,13,"prior marker interval 1520 ms over surveyed spacing 355 mm, +/-13%",clears p95 field
393.855,ordinary,,238.8,47.8,41.5,54.0,46.1,233.1,21,"prior marker interval 1382 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
395.23,ordinary,,240.2,48.0,41.8,54.3,47.8,221.7,20,"prior marker interval 1374 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
396.556,ordinary,,249.6,49.9,43.4,56.4,50.7,231.1,22,"prior marker interval 1322 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
397.895,ordinary,,248.5,49.7,43.2,56.2,52.9,265.1,19,"prior marker interval 1328 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
399.383,ordinary,,228.8,45.8,39.8,51.7,50.6,236.1,28,"prior marker interval 1486 ms over surveyed spacing 340 mm, +/-13%",clears p95 field
400.844,ordinary,,228.4,45.7,39.7,51.6,52.3,244.6,24,"prior marker interval 1445 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
402.353,ordinary,,209.7,41.9,36.5,47.4,49.9,228.8,21,"prior marker interval 1502 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
403.859,ordinary,,212.4,42.5,37.0,48.0,45.7,230.9,22,"prior marker interval 1530 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
405.377,ordinary,,220.0,44.0,38.3,49.7,50.8,229.7,24,"prior marker interval 1500 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
406.827,ordinary,,212.8,42.6,37.0,48.1,43.8,209.2,20,"prior marker interval 1480 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
408.22,ordinary,,216.9,43.4,37.7,49.0,45.6,182.9,17,"prior marker interval 1383 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
409.462,ordinary,,239.0,47.8,41.6,54.0,47.6,197.0,20,"prior marker interval 1255 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
410.681,ordinary,,241.4,48.3,42.0,54.6,47.1,201.1,22,"prior marker interval 1222 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
411.907,ordinary,,244.1,48.8,42.5,55.2,47.1,194.8,19,"prior marker interval 1229 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
413.085,ordinary,,244.1,48.8,42.5,55.2,43.9,194.8,16,"prior marker interval 1188 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
414.284,ordinary,,254.2,50.8,44.2,57.5,51.1,228.6,20,"prior marker interval 1180 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
415.584,ordinary,,242.7,48.5,42.2,54.8,48.8,221.3,20,"prior marker interval 1298 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
416.886,ordinary,,238.8,47.8,41.6,54.0,45.4,239.8,19,"prior marker interval 1319 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
418.285,ordinary,,233.8,46.8,40.7,52.8,45.6,207.6,18,"prior marker interval 1390 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
419.576,ordinary,,241.4,48.3,42.0,54.6,49.0,198.0,24,"prior marker interval 1284 ms over surveyed spacing 310 mm, +/-13%",clears p95 field
420.793,ordinary,,244.9,49.0,42.6,55.3,48.2,185.6,20,"prior marker interval 1225 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
421.949,ordinary,,260.4,52.1,45.3,58.9,51.6,201.8,21,"prior marker interval 1152 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
423.126,ordinary,,272.8,54.6,47.5,61.7,55.1,230.2,26,"prior marker interval 1173 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
424.364,ordinary,,252.6,50.5,44.0,57.1,49.0,197.8,20,"prior marker interval 1247 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
425.542,ordinary,,267.4,53.5,46.5,60.4,52.1,185.3,22,"prior marker interval 1178 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
426.618,ordinary,,280.3,56.1,48.8,63.4,51.3,201.0,19,"prior marker interval 1088 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
427.714,ordinary,,273.2,54.6,47.5,61.7,48.9,165.8,11,"prior marker interval 1098 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
428.697,ordinary,,299.2,59.8,52.1,67.6,52.7,178.9,20,"prior marker interval 986 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
429.665,ordinary,,307.7,61.5,53.5,69.5,52.3,201.2,21,"prior marker interval 975 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
430.701,ordinary,,293.3,58.7,51.0,66.3,53.4,202.6,15,"prior marker interval 1023 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
431.772,ordinary,,279.3,55.9,48.6,63.1,50.3,223.2,18,"prior marker interval 1074 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
432.965,ordinary,,254.7,50.9,44.3,57.6,49.4,211.6,20,"prior marker interval 1178 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
434.196,ordinary,,257.4,51.5,44.8,58.2,51.5,235.0,19,"prior marker interval 1224 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
