prev_mm,next_mm,direction,pass_index,map_mm,ir_mm,pulses,signed_residual_mm,abs_residual_mm,pct_residual,ratio,seconds,offset_ms,unreliable_delta,prev_time,next_time,prev_peak,prev_ratio,prev_resid,prev_obs,prev_gap_ms,prev_duration_ms,next_peak,next_ratio,next_resid,next_obs,next_gap_ms,next_duration_ms
1,2,CW,3,340,357.124,37,17.124,17.124,5.0365,1.050365,1.449,29.9,0,2026-09-20T12:21:35.808-07:00,2026-09-20T12:21:37.257-07:00,335,1.745,0.0753,N,1118,150,274,1.427,0.0699,S,1278,171
2,3,CW,3,330,328.168,34,-1.832,1.832,-0.5552,0.994448,1.397,32.9,0,2026-09-20T12:21:37.257-07:00,2026-09-20T12:21:38.654-07:00,274,1.427,0.0699,S,1278,171,278,1.448,0.0652,S,1230,167
3,4,CW,3,315,318.516,33,3.516,3.516,1.1162,1.011162,1.295,37.9,0,2026-09-20T12:21:38.654-07:00,2026-09-20T12:21:39.949-07:00,278,1.448,0.0652,S,1230,167,278,1.448,0.0653,S,1134,161
4,5,CW,3,325,308.864,32,-16.136,16.136,-4.9649,0.950351,1.32,37.9,0,2026-09-20T12:21:39.949-07:00,2026-09-20T12:21:41.269-07:00,278,1.448,0.0653,S,1134,161,253,1.304,0.0776,N,1165,155
5,6,CW,3,330,318.516,33,-11.484,11.484,-3.48,0.9652,1.329,17.9,0,2026-09-20T12:21:41.269-07:00,2026-09-20T12:21:42.598-07:00,253,1.304,0.0776,N,1165,155,281,1.441,0.0667,N,1157,172
6,7,CW,3,315,308.864,32,-6.136,6.136,-1.9479,0.980521,1.347,54.1,0,2026-09-20T12:21:42.598-07:00,2026-09-20T12:21:43.945-07:00,281,1.441,0.0667,N,1157,172,202,1.031,0.0753,S,1194,153
7,8,CW,3,300,328.168,34,28.168,28.168,9.3893,1.093893,1.219,54.1,0,2026-09-20T12:21:43.945-07:00,2026-09-20T12:21:45.164-07:00,202,1.031,0.0753,S,1194,153,237,1.209,0.0737,S,1079,140
8,9,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.105,26.9,0,2026-09-20T12:21:45.164-07:00,2026-09-20T12:21:46.269-07:00,237,1.209,0.0737,S,1079,140,206,1.02,0.076,S,960,145
9,10,CW,3,295,308.864,32,13.864,13.864,4.6997,1.046997,1.139,84.9,0,2026-09-20T12:21:46.269-07:00,2026-09-20T12:21:47.408-07:00,206,1.02,0.076,S,960,145,225,1.114,0.0677,S,986,153
10,11,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.213,84.9,0,2026-09-20T12:21:47.408-07:00,2026-09-20T12:21:48.621-07:00,225,1.114,0.0677,S,986,153,206,1.01,0.0712,N,1056,157
11,12,CW,3,290,279.908,29,-10.092,10.092,-3.48,0.9652,1.168,71.9,0,2026-09-20T12:21:48.621-07:00,2026-09-20T12:21:49.789-07:00,206,1.01,0.0712,N,1056,157,141,0.688,0.0734,N,1021,147
12,13,CW,3,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.143,37.1,0,2026-09-20T12:21:49.789-07:00,2026-09-20T12:21:50.932-07:00,141,0.688,0.0734,N,1021,147,218,1.063,0.0765,N,986,157
13,14,CW,3,315,347.472,36,32.472,32.472,10.3086,1.103086,1.297,67.9,0,2026-09-20T12:21:50.932-07:00,2026-09-20T12:21:52.229-07:00,218,1.063,0.0765,N,986,157,199,0.966,0.0748,N,1144,153
14,15,CW,3,315,289.56,30,-25.44,25.44,-8.0762,0.919238,1.463,67.9,0,2026-09-20T12:21:52.229-07:00,2026-09-20T12:21:53.692-07:00,199,0.966,0.0748,N,1144,153,210,1.019,0.0755,S,1287,176
15,16,CW,3,325,318.516,33,-6.484,6.484,-1.9951,0.980049,1.616,9.1,0,2026-09-20T12:21:53.692-07:00,2026-09-20T12:21:55.308-07:00,210,1.019,0.0755,S,1287,176,192,0.932,0.0694,S,1438,178
16,17,CW,3,310,308.864,32,-1.136,1.136,-0.3665,0.996335,1.701,9.1,0,2026-09-20T12:21:55.308-07:00,2026-09-20T12:21:57.009-07:00,192,0.932,0.0694,S,1438,178,235,1.141,0.0713,N,1467,234
17,18,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.667,24.9,0,2026-09-20T12:21:57.009-07:00,2026-09-20T12:21:58.676-07:00,235,1.141,0.0713,N,1467,234,240,1.165,0.07,S,1450,217
20,21,CW,3,315,289.56,30,-25.44,25.44,-8.0762,0.919238,1.419,17.9,0,2026-09-20T12:22:01.485-07:00,2026-09-20T12:22:02.904-07:00,236,1.083,0.0707,S,1156,184,229,1.036,0.0732,N,1252,167
21,22,CW,3,315,279.908,29,-35.092,35.092,-11.1403,0.888597,1.318,17.1,0,2026-09-20T12:22:02.904-07:00,2026-09-20T12:22:04.222-07:00,229,1.036,0.0732,N,1252,167,228,1.018,0.0777,S,1147,171
22,23,CW,3,305,270.256,28,-34.744,34.744,-11.3915,0.886085,1.214,30.1,0,2026-09-20T12:22:04.222-07:00,2026-09-20T12:22:05.436-07:00,228,1.018,0.0777,S,1147,171,195,0.867,0.0796,N,1038,176
23,24,CW,3,300,318.516,33,18.516,18.516,6.172,1.06172,1.322,48.9,0,2026-09-20T12:22:05.436-07:00,2026-09-20T12:22:06.758-07:00,195,0.867,0.0796,N,1038,176,223,0.991,0.0695,N,1154,168
24,25,CW,3,295,270.256,28,-24.744,24.744,-8.3878,0.916122,1.289,48.9,0,2026-09-20T12:22:06.758-07:00,2026-09-20T12:22:08.047-07:00,223,0.991,0.0695,N,1154,168,198,0.88,0.0752,N,1114,175
25,26,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.344,39.1,0,2026-09-20T12:22:08.047-07:00,2026-09-20T12:22:09.391-07:00,198,0.88,0.0752,N,1114,175,208,0.924,0.0827,S,1141,203
28,29,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,2.113,36.9,0,2026-09-20T12:22:12.976-07:00,2026-09-20T12:22:15.089-07:00,181,0.804,0.0803,N,1595,219,198,0.88,0.078,N,1848,265
29,30,CW,3,315,318.516,33,3.516,3.516,1.1162,1.011162,2.704,25.9,0,2026-09-20T12:22:15.089-07:00,2026-09-20T12:22:17.793-07:00,198,0.88,0.078,N,1848,265,224,0.996,0.0742,N,2361,343
30,31,CW,3,330,308.864,32,-21.136,21.136,-6.4048,0.935952,4.096,30.9,0,2026-09-20T12:22:17.793-07:00,2026-09-20T12:22:21.889-07:00,224,0.996,0.0742,N,2361,343,197,0.879,0.0809,N,3477,619
31,32,CW,3,320,318.516,33,-1.484,1.484,-0.4638,0.995362,4.392,42.9,0,2026-09-20T12:22:21.889-07:00,2026-09-20T12:22:26.281-07:00,197,0.879,0.0809,N,3477,619,191,0.857,0.0692,N,3906,485
32,33,CW,3,315,318.516,33,3.516,3.516,1.1162,1.011162,4.846,42.9,0,2026-09-20T12:22:26.281-07:00,2026-09-20T12:22:31.127-07:00,191,0.857,0.0692,N,3906,485,197,0.904,0.0783,S,4347,500
33,34,CW,3,310,308.864,32,-1.136,1.136,-0.3665,0.996335,5.422,17.1,0,2026-09-20T12:22:31.127-07:00,2026-09-20T12:22:36.549-07:00,197,0.904,0.0783,S,4347,500,214,1.019,0.075,N,4912,509
34,35,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,4.065,78.1,0,2026-09-20T12:22:36.549-07:00,2026-09-20T12:22:40.614-07:00,214,1.019,0.075,N,4912,509,193,0.919,0.0783,N,3605,460
35,36,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,3.925,78.1,0,2026-09-20T12:22:40.614-07:00,2026-09-20T12:22:44.539-07:00,193,0.919,0.0783,N,3605,460,210,1.01,0.0827,S,3455,470
36,37,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,3.838,63.9,0,2026-09-20T12:22:44.539-07:00,2026-09-20T12:22:48.377-07:00,210,1.01,0.0827,S,3455,470,229,1.101,0.0769,S,3361,477
37,38,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,3.729,63.9,0,2026-09-20T12:22:48.377-07:00,2026-09-20T12:22:52.106-07:00,229,1.101,0.0769,S,3361,477,215,1.034,0.0795,S,3269,460
38,39,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,3.824,36.9,0,2026-09-20T12:22:52.106-07:00,2026-09-20T12:22:55.930-07:00,215,1.034,0.0795,S,3269,460,217,1.033,0.0822,S,3341,483
39,40,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,4.737,17.1,0,2026-09-20T12:22:55.930-07:00,2026-09-20T12:23:00.667-07:00,217,1.033,0.0822,S,3341,483,220,1.048,0.0737,S,4105,632
