prev_mm,next_mm,direction,pass_index,map_mm,ir_mm,pulses,signed_residual_mm,abs_residual_mm,pct_residual,ratio,seconds,offset_ms,unreliable_delta,prev_time,next_time,prev_peak,prev_ratio,prev_resid,prev_obs,prev_gap_ms,prev_duration_ms,next_peak,next_ratio,next_resid,next_obs,next_gap_ms,next_duration_ms
59,60,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.41,90.9,0,2026-09-20T12:15:49.648-07:00,2026-09-20T12:15:51.058-07:00,242,1.131,0.0712,N,1011,166,216,1.005,0.0795,S,1228,182
60,61,CW,2,315,337.82,35,22.82,22.82,7.2444,1.072444,1.431,49.9,0,2026-09-20T12:15:51.058-07:00,2026-09-20T12:15:52.489-07:00,216,1.005,0.0795,S,1228,182,234,1.083,0.0668,N,1265,166
61,62,CW,2,320,299.212,31,-20.788,20.788,-6.4963,0.935037,1.516,64.1,0,2026-09-20T12:15:52.489-07:00,2026-09-20T12:15:54.005-07:00,234,1.083,0.0668,N,1265,166,218,1.009,0.0771,S,1332,184
62,63,CW,2,315,308.864,32,-6.136,6.136,-1.9479,0.980521,1.493,64.1,0,2026-09-20T12:15:54.005-07:00,2026-09-20T12:15:55.498-07:00,218,1.009,0.0771,S,1332,184,246,1.139,0.0615,N,1292,201
63,64,CW,2,325,308.864,32,-16.136,16.136,-4.9649,0.950351,1.529,44.9,0,2026-09-20T12:15:55.498-07:00,2026-09-20T12:15:57.027-07:00,246,1.139,0.0615,N,1292,201,221,1.023,0.0744,S,1334,195
64,65,CW,1,315,337.82,35,22.82,22.82,7.2444,1.072444,1.681,38.9,0,2026-09-20T12:15:57.027-07:00,2026-09-20T12:15:58.708-07:00,221,1.023,0.0744,S,1334,195,169,0.782,0.0707,N,1490,191
65,66,CW,1,305,299.212,31,-5.788,5.788,-1.8977,0.981023,1.61,38.9,0,2026-09-20T12:15:58.708-07:00,2026-09-20T12:16:00.318-07:00,169,0.782,0.0707,N,1490,191,185,0.856,0.0645,N,1443,167
66,67,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.401,28.9,0,2026-09-20T12:16:00.318-07:00,2026-09-20T12:16:01.719-07:00,185,0.856,0.0645,N,1443,167,159,0.736,0.0707,S,1231,170
67,68,CW,2,305,289.56,30,-15.44,15.44,-5.0623,0.949377,1.368,38.1,0,2026-09-20T12:16:01.719-07:00,2026-09-20T12:16:03.087-07:00,159,0.736,0.0707,S,1231,170,192,0.889,0.0576,S,1204,164
68,69,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.385,38.1,0,2026-09-20T12:16:03.087-07:00,2026-09-20T12:16:04.472-07:00,192,0.889,0.0576,S,1204,164,183,0.847,0.0581,N,1213,172
69,70,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.406,25.1,0,2026-09-20T12:16:04.472-07:00,2026-09-20T12:16:05.878-07:00,183,0.847,0.0581,N,1213,172,167,0.773,0.0651,S,1242,164
70,71,CW,2,295,299.212,31,4.212,4.212,1.4278,1.014278,1.308,32.1,0,2026-09-20T12:16:05.878-07:00,2026-09-20T12:16:07.186-07:00,167,0.773,0.0651,S,1242,164,177,0.819,0.0632,N,1152,156
71,72,CW,2,295,299.212,31,4.212,4.212,1.4278,1.014278,1.283,32.1,0,2026-09-20T12:16:07.186-07:00,2026-09-20T12:16:08.469-07:00,177,0.819,0.0632,N,1152,156,178,0.824,0.0641,S,1126,157
72,73,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.504,18.1,0,2026-09-20T12:16:08.469-07:00,2026-09-20T12:16:09.973-07:00,178,0.824,0.0641,S,1126,157,181,0.842,0.062,N,1302,202
73,74,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.73,48.1,0,2026-09-20T12:16:09.973-07:00,2026-09-20T12:16:11.703-07:00,181,0.842,0.062,N,1302,202,189,0.879,0.0605,N,1511,219
78,79,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.299,2.9,0,2026-09-20T12:16:18.057-07:00,2026-09-20T12:16:19.356-07:00,193,0.928,0.058,N,1117,161,228,1.152,0.0491,S,1129,170
79,80,CW,2,305,328.168,34,23.168,23.168,7.5961,1.075961,1.301,101.9,0,2026-09-20T12:16:19.356-07:00,2026-09-20T12:16:20.657-07:00,228,1.152,0.0491,S,1129,170,223,1.126,0.0497,N,1132,169
84,85,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.316,35.9,0,2026-09-20T12:16:26.025-07:00,2026-09-20T12:16:27.341-07:00,227,1.146,0.0518,S,1110,170,216,1.091,0.0508,S,1166,150
85,86,CW,2,330,318.516,33,-11.484,11.484,-3.48,0.9652,1.325,20.9,0,2026-09-20T12:16:27.341-07:00,2026-09-20T12:16:28.666-07:00,216,1.091,0.0508,S,1166,150,197,0.995,0.0551,S,1167,158
86,87,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.197,2.1,0,2026-09-20T12:16:28.666-07:00,2026-09-20T12:16:29.863-07:00,197,0.995,0.0551,S,1167,158,223,1.132,0.0551,N,1047,150
87,88,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.18,21.9,0,2026-09-20T12:16:29.863-07:00,2026-09-20T12:16:31.043-07:00,223,1.132,0.0551,N,1047,150,236,1.198,0.052,N,1032,148
88,89,CW,2,305,299.212,31,-5.788,5.788,-1.8977,0.981023,1.095,29.9,0,2026-09-20T12:16:31.043-07:00,2026-09-20T12:16:32.138-07:00,236,1.198,0.052,N,1032,148,234,1.188,0.0477,S,960,135
89,90,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.094,35.9,0,2026-09-20T12:16:32.138-07:00,2026-09-20T12:16:33.232-07:00,234,1.188,0.0477,S,960,135,201,1.02,0.0496,N,952,142
90,91,CW,2,300,270.256,28,-29.744,29.744,-9.9147,0.900853,1.117,80.1,0,2026-09-20T12:16:33.232-07:00,2026-09-20T12:16:34.349-07:00,201,1.02,0.0496,N,952,142,192,0.975,0.0669,N,967,150
93,94,CW,2,300,328.168,34,28.168,28.168,9.3893,1.093893,1.205,66.1,0,2026-09-20T12:16:36.737-07:00,2026-09-20T12:16:37.942-07:00,217,1.102,0.0546,S,1034,166,199,1.01,0.0589,N,1042,163
94,95,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.223,28.9,0,2026-09-20T12:16:37.942-07:00,2026-09-20T12:16:39.165-07:00,199,1.01,0.0589,N,1042,163,218,1.107,0.0563,S,1077,146
95,96,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.21,6.9,0,2026-09-20T12:16:39.165-07:00,2026-09-20T12:16:40.375-07:00,218,1.107,0.0563,S,1077,146,213,1.081,0.0525,N,1046,164
96,97,CW,2,300,328.168,34,28.168,28.168,9.3893,1.093893,1.209,88.9,0,2026-09-20T12:16:40.375-07:00,2026-09-20T12:16:41.584-07:00,213,1.081,0.0525,N,1046,164,226,1.147,0.0476,N,1055,154
97,98,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.174,88.9,0,2026-09-20T12:16:41.584-07:00,2026-09-20T12:16:42.758-07:00,226,1.147,0.0476,N,1055,154,211,1.06,0.0589,S,1031,143
101,102,CW,1,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.142,42.9,0,2026-09-20T12:16:46.233-07:00,2026-09-20T12:16:47.375-07:00,192,0.928,0.0762,S,988,130,210,1.014,0.0717,S,1009,133
102,103,CW,1,295,279.908,29,-15.092,15.092,-5.1159,0.948841,0.993,10.9,0,2026-09-20T12:16:47.375-07:00,2026-09-20T12:16:48.368-07:00,210,1.014,0.0717,S,1009,133,171,0.814,0.0626,N,864,129
103,104,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.041,30.1,0,2026-09-20T12:16:48.368-07:00,2026-09-20T12:16:49.409-07:00,171,0.814,0.0626,N,864,129,174,0.829,0.0603,S,912,129
104,105,CW,2,300,318.516,33,18.516,18.516,6.172,1.06172,1.13,39.9,0,2026-09-20T12:16:49.409-07:00,2026-09-20T12:16:50.539-07:00,174,0.829,0.0603,S,912,129,189,0.9,0.0637,S,975,155
105,106,CW,2,300,328.168,34,28.168,28.168,9.3893,1.093893,1.198,141.9,0,2026-09-20T12:16:50.539-07:00,2026-09-20T12:16:51.737-07:00,189,0.9,0.0637,S,975,155,152,0.724,0.0675,S,1040,158
106,107,CW,2,300,250.952,26,-49.048,49.048,-16.3493,0.836507,1.188,141.9,0,2026-09-20T12:16:51.737-07:00,2026-09-20T12:16:52.925-07:00,152,0.724,0.0675,S,1040,158,170,0.81,0.0636,N,1039,149
112,113,CW,2,320,337.82,35,17.82,17.82,5.5687,1.055687,1.253,52.1,0,2026-09-20T12:16:59.934-07:00,2026-09-20T12:17:01.187-07:00,207,1.0,0.0716,N,1154,156,198,0.957,0.074,N,1114,140
113,114,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.112,15.1,0,2026-09-20T12:17:01.187-07:00,2026-09-20T12:17:02.299-07:00,198,0.957,0.074,N,1114,140,193,0.932,0.0784,S,974,138
114,115,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.1,15.1,0,2026-09-20T12:17:02.299-07:00,2026-09-20T12:17:03.399-07:00,193,0.932,0.0784,S,974,138,207,1.03,0.0776,N,964,136
115,116,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.219,32.1,0,2026-09-20T12:17:03.399-07:00,2026-09-20T12:17:04.618-07:00,207,1.03,0.0776,N,964,136,190,0.945,0.079,S,1077,142
116,117,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.189,32.1,0,2026-09-20T12:17:04.618-07:00,2026-09-20T12:17:05.807-07:00,190,0.945,0.079,S,1077,142,194,0.975,0.0811,S,1028,161
117,118,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.18,20.1,0,2026-09-20T12:17:05.807-07:00,2026-09-20T12:17:06.987-07:00,194,0.975,0.0811,S,1028,161,194,0.975,0.0768,N,1035,145
118,119,CW,2,300,318.516,33,18.516,18.516,6.172,1.06172,1.162,38.9,0,2026-09-20T12:17:06.987-07:00,2026-09-20T12:17:08.149-07:00,194,0.975,0.0768,N,1035,145,207,1.045,0.0765,N,1023,139
119,120,CW,2,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.078,38.9,0,2026-09-20T12:17:08.149-07:00,2026-09-20T12:17:09.227-07:00,207,1.045,0.0765,N,1023,139,199,1.005,0.0768,N,944,134
120,121,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.056,38.1,0,2026-09-20T12:17:09.227-07:00,2026-09-20T12:17:10.283-07:00,199,1.005,0.0768,N,944,134,235,1.187,0.0761,S,929,127
121,122,CW,2,300,270.256,28,-29.744,29.744,-9.9147,0.900853,0.984,21.9,0,2026-09-20T12:17:10.283-07:00,2026-09-20T12:17:11.267-07:00,235,1.187,0.0761,S,929,127,210,1.061,0.0758,S,836,148
122,123,CW,2,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.007,21.9,0,2026-09-20T12:17:11.267-07:00,2026-09-20T12:17:12.274-07:00,210,1.061,0.0758,S,836,148,224,1.126,0.0709,S,868,139
123,124,CW,2,300,260.604,27,-39.396,39.396,-13.132,0.86868,1.045,28.1,0,2026-09-20T12:17:12.274-07:00,2026-09-20T12:17:13.319-07:00,224,1.126,0.0709,S,868,139,218,1.095,0.0702,N,892,153
124,125,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.04,33.9,0,2026-09-20T12:17:13.319-07:00,2026-09-20T12:17:14.359-07:00,218,1.095,0.0702,N,892,153,207,1.04,0.0757,S,897,143
125,126,CW,2,300,260.604,27,-39.396,39.396,-13.132,0.86868,1.074,38.1,0,2026-09-20T12:17:14.359-07:00,2026-09-20T12:17:15.433-07:00,207,1.04,0.0757,S,897,143,222,1.116,0.0685,N,927,147
126,127,CW,2,280,289.56,30,9.56,9.56,3.4143,1.034143,1.027,38.1,0,2026-09-20T12:17:15.433-07:00,2026-09-20T12:17:16.460-07:00,222,1.116,0.0685,N,927,147,207,1.04,0.0743,N,879,148
127,128,CW,2,300,260.604,27,-39.396,39.396,-13.132,0.86868,1.299,63.1,0,2026-09-20T12:17:16.460-07:00,2026-09-20T12:17:17.759-07:00,207,1.04,0.0743,N,879,148,237,1.191,0.0725,S,1144,155
128,129,CW,2,300,318.516,33,18.516,18.516,6.172,1.06172,1.048,91.9,0,2026-09-20T12:17:17.759-07:00,2026-09-20T12:17:18.807-07:00,237,1.191,0.0725,S,1144,155,194,0.975,0.0571,N,895,153
129,130,CW,2,290,289.56,30,-0.44,0.44,-0.1517,0.998483,1.208,91.9,0,2026-09-20T12:17:18.807-07:00,2026-09-20T12:17:20.015-07:00,194,0.975,0.0571,N,895,153,178,0.899,0.0567,S,1075,133
130,131,CW,2,300,318.516,33,18.516,18.516,6.172,1.06172,1.162,25.9,0,2026-09-20T12:17:20.015-07:00,2026-09-20T12:17:21.177-07:00,178,0.899,0.0567,S,1075,133,150,0.761,0.068,N,1035,127
131,132,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.037,25.9,0,2026-09-20T12:17:21.177-07:00,2026-09-20T12:17:22.214-07:00,150,0.761,0.068,N,1035,127,154,0.794,0.0699,N,918,119
132,133,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.079,11.9,0,2026-09-20T12:17:22.214-07:00,2026-09-20T12:17:23.293-07:00,154,0.794,0.0699,N,918,119,166,0.856,0.0618,S,952,127
133,134,CW,2,300,270.256,28,-29.744,29.744,-9.9147,0.900853,1.013,100.1,0,2026-09-20T12:17:23.293-07:00,2026-09-20T12:17:24.306-07:00,166,0.856,0.0618,S,952,127,161,0.83,0.0664,S,879,134
134,135,CW,2,300,337.82,35,37.82,37.82,12.6067,1.126067,1.08,100.1,0,2026-09-20T12:17:24.306-07:00,2026-09-20T12:17:25.386-07:00,161,0.83,0.0664,S,879,134,186,0.959,0.0622,N,951,129
135,136,CW,2,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.049,28.1,0,2026-09-20T12:17:25.386-07:00,2026-09-20T12:17:26.435-07:00,186,0.959,0.0622,N,951,129,181,0.933,0.0556,N,920,129
136,137,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.045,28.1,0,2026-09-20T12:17:26.435-07:00,2026-09-20T12:17:27.480-07:00,181,0.933,0.0556,N,920,129,159,0.82,0.0619,S,917,128
137,138,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.192,35.9,0,2026-09-20T12:17:27.480-07:00,2026-09-20T12:17:28.672-07:00,159,0.82,0.0619,S,917,128,164,0.845,0.0642,S,1036,156
138,139,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.161,35.9,0,2026-09-20T12:17:28.672-07:00,2026-09-20T12:17:29.833-07:00,164,0.845,0.0642,S,1036,156,166,0.856,0.0629,S,1017,144
139,140,CW,2,300,318.516,33,18.516,18.516,6.172,1.06172,1.102,75.9,0,2026-09-20T12:17:29.833-07:00,2026-09-20T12:17:30.935-07:00,166,0.856,0.0629,S,1017,144,130,0.67,0.0789,S,960,142
140,141,CW,2,300,250.952,26,-49.048,49.048,-16.3493,0.836507,1.1,124.1,0,2026-09-20T12:17:30.935-07:00,2026-09-20T12:17:32.035-07:00,130,0.67,0.0789,S,960,142,143,0.737,0.0732,S,960,140
141,142,CW,2,300,328.168,34,28.168,28.168,9.3893,1.093893,1.085,124.1,0,2026-09-20T12:17:32.035-07:00,2026-09-20T12:17:33.120-07:00,143,0.737,0.0732,S,960,140,173,0.892,0.0647,N,952,133
142,143,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.105,14.1,0,2026-09-20T12:17:33.120-07:00,2026-09-20T12:17:34.225-07:00,173,0.892,0.0647,N,952,133,184,0.948,0.0564,S,964,141
143,144,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.17,16.9,0,2026-09-20T12:17:34.225-07:00,2026-09-20T12:17:35.395-07:00,184,0.948,0.0564,S,964,141,160,0.829,0.0756,N,1043,127
144,145,CW,2,305,299.212,31,-5.788,5.788,-1.8977,0.981023,1.349,32.1,0,2026-09-20T12:17:35.395-07:00,2026-09-20T12:17:36.744-07:00,160,0.829,0.0756,N,1043,127,190,1.0,0.0625,N,1192,157
145,146,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.165,32.1,0,2026-09-20T12:17:36.744-07:00,2026-09-20T12:17:37.909-07:00,190,1.0,0.0625,N,1192,157,187,0.984,0.0594,N,1023,142
146,147,CW,2,305,318.516,33,13.516,13.516,4.4315,1.044315,1.155,48.9,0,2026-09-20T12:17:37.909-07:00,2026-09-20T12:17:39.064-07:00,187,0.984,0.0594,N,1023,142,198,1.059,0.0558,N,1012,143
147,148,CW,2,300,260.604,27,-39.396,39.396,-13.132,0.86868,1.146,95.1,0,2026-09-20T12:17:39.064-07:00,2026-09-20T12:17:40.210-07:00,198,1.059,0.0558,N,1012,143,168,0.898,0.0629,S,1013,133
148,149,CW,2,295,337.82,35,42.82,42.82,14.5153,1.145153,1.069,95.1,0,2026-09-20T12:17:40.210-07:00,2026-09-20T12:17:41.279-07:00,168,0.898,0.0629,S,1013,133,176,0.946,0.0589,N,938,131
149,150,CW,2,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.067,35.9,0,2026-09-20T12:17:41.279-07:00,2026-09-20T12:17:42.346-07:00,176,0.946,0.0589,N,938,131,187,1.016,0.0577,S,935,132
150,151,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.117,46.1,0,2026-09-20T12:17:42.346-07:00,2026-09-20T12:17:43.463-07:00,187,1.016,0.0577,S,935,132,174,0.946,0.062,N,974,143
151,152,CW,2,300,357.124,37,57.124,57.124,19.0413,1.190413,1.317,46.1,0,2026-09-20T12:17:43.463-07:00,2026-09-20T12:17:44.780-07:00,174,0.946,0.062,N,974,143,152,0.84,0.0717,N,1163,154
152,153,CW,2,305,260.604,27,-44.396,44.396,-14.5561,0.854439,1.046,38.9,0,2026-09-20T12:17:44.780-07:00,2026-09-20T12:17:45.826-07:00,152,0.84,0.0717,N,1163,154,192,1.079,0.0542,N,906,140
153,154,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.162,31.9,0,2026-09-20T12:17:45.826-07:00,2026-09-20T12:17:46.988-07:00,192,1.079,0.0542,N,906,140,188,1.056,0.0599,S,1021,141
154,155,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.19,41.9,0,2026-09-20T12:17:46.988-07:00,2026-09-20T12:17:48.178-07:00,188,1.056,0.0599,S,1021,141,192,1.079,0.0583,N,1037,153
155,156,CW,2,305,289.56,30,-15.44,15.44,-5.0623,0.949377,1.267,41.9,0,2026-09-20T12:17:48.178-07:00,2026-09-20T12:17:49.445-07:00,192,1.079,0.0583,N,1037,153,205,1.152,0.0752,S,1118,149
156,157,CW,1,320,299.212,31,-20.788,20.788,-6.4963,0.935037,1.38,104.1,0,2026-09-20T12:17:49.445-07:00,2026-09-20T12:17:50.825-07:00,205,1.152,0.0752,S,1118,149,202,1.135,0.0779,N,1224,156
157,158,CW,1,290,337.82,35,47.82,47.82,16.4897,1.164897,1.101,104.1,0,2026-09-20T12:17:50.825-07:00,2026-09-20T12:17:51.926-07:00,202,1.135,0.0779,N,1224,156,182,1.022,0.0618,S,970,131
158,159,CW,2,320,289.56,30,-30.44,30.44,-9.5125,0.904875,1.213,96.9,0,2026-09-20T12:17:51.926-07:00,2026-09-20T12:17:53.139-07:00,182,1.022,0.0618,S,970,131,195,1.096,0.0786,S,1071,140
159,160,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.105,21.1,0,2026-09-20T12:17:53.139-07:00,2026-09-20T12:17:54.244-07:00,195,1.096,0.0786,S,1071,140,190,1.067,0.0821,N,963,143
160,161,CW,2,300,347.472,36,47.472,47.472,15.824,1.15824,1.358,21.9,0,2026-09-20T12:17:54.244-07:00,2026-09-20T12:17:55.602-07:00,190,1.067,0.0821,N,963,143,192,1.079,0.0808,S,1198,160
163,164,CW,2,330,366.776,38,36.776,36.776,11.1442,1.111442,1.396,61.1,0,2026-09-20T12:17:58.386-07:00,2026-09-20T12:17:59.782-07:00,209,1.148,0.0786,S,1275,159,193,1.049,0.0774,S,1238,158
164,165,CW,2,320,260.604,27,-59.396,59.396,-18.5613,0.814387,1.263,116.1,0,2026-09-20T12:17:59.782-07:00,2026-09-20T12:18:01.045-07:00,193,1.049,0.0774,S,1238,158,220,1.196,0.0749,S,1112,150
165,166,CW,2,325,357.124,37,32.124,32.124,9.8843,1.098843,1.28,116.1,0,2026-09-20T12:18:01.045-07:00,2026-09-20T12:18:02.325-07:00,220,1.196,0.0749,S,1112,150,207,1.113,0.0732,S,1130,150
166,167,CW,2,315,318.516,33,3.516,3.516,1.1162,1.011162,1.297,9.9,0,2026-09-20T12:18:02.325-07:00,2026-09-20T12:18:03.622-07:00,207,1.113,0.0732,S,1130,150,191,1.021,0.077,N,1149,148
169,170,CW,1,330,308.864,32,-21.136,21.136,-6.4048,0.935952,1.278,42.1,0,2026-09-20T12:18:06.297-07:00,2026-09-20T12:18:07.575-07:00,192,1.021,0.0777,N,1139,148,234,1.232,0.0784,S,1130,148
170,0,CW,1,330,328.168,34,-1.832,1.832,-0.5552,0.994448,1.298,42.1,0,2026-09-20T12:18:07.575-07:00,2026-09-20T12:18:08.873-07:00,234,1.232,0.0784,S,1130,148,244,1.284,0.0667,N,1145,153
0,1,CW,2,330,328.168,34,-1.832,1.832,-0.5552,0.994448,1.278,38.1,0,2026-09-20T12:18:08.873-07:00,2026-09-20T12:18:10.151-07:00,244,1.284,0.0667,N,1145,153,335,1.754,0.079,N,1125,153
1,2,CW,2,340,328.168,34,-11.832,11.832,-3.48,0.9652,1.475,90.1,0,2026-09-20T12:18:10.151-07:00,2026-09-20T12:18:11.626-07:00,335,1.754,0.079,N,1125,153,282,1.469,0.0701,S,1306,169
2,3,CW,2,330,347.472,36,17.472,17.472,5.2945,1.052945,1.422,90.1,0,2026-09-20T12:18:11.626-07:00,2026-09-20T12:18:13.048-07:00,282,1.469,0.0701,S,1306,169,279,1.453,0.0668,S,1243,179
3,4,CW,2,315,337.82,35,22.82,22.82,7.2444,1.072444,1.311,79.9,0,2026-09-20T12:18:13.048-07:00,2026-09-20T12:18:14.359-07:00,279,1.453,0.0668,S,1243,179,276,1.438,0.0641,S,1147,164
4,5,CW,2,325,308.864,32,-16.136,16.136,-4.9649,0.950351,1.344,79.9,0,2026-09-20T12:18:14.359-07:00,2026-09-20T12:18:15.703-07:00,276,1.438,0.0641,S,1147,164,254,1.323,0.0752,N,1187,157
5,6,CW,2,330,308.864,32,-21.136,21.136,-6.4048,0.935952,1.346,35.9,0,2026-09-20T12:18:15.703-07:00,2026-09-20T12:18:17.049-07:00,254,1.323,0.0752,N,1187,157,285,1.477,0.0648,N,1177,169
6,7,CW,2,315,289.56,30,-25.44,25.44,-8.0762,0.919238,1.384,94.1,0,2026-09-20T12:18:17.049-07:00,2026-09-20T12:18:18.433-07:00,285,1.477,0.0648,N,1177,169,204,1.046,0.079,S,1221,163
7,8,CW,2,300,357.124,37,57.124,57.124,19.0413,1.190413,1.235,94.1,0,2026-09-20T12:18:18.433-07:00,2026-09-20T12:18:19.668-07:00,204,1.046,0.079,S,1221,163,236,1.21,0.0701,S,1092,143
8,9,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.1,72.9,0,2026-09-20T12:18:19.668-07:00,2026-09-20T12:18:20.768-07:00,236,1.21,0.0701,S,1092,143,209,1.035,0.0784,S,959,141
9,10,CW,2,295,270.256,28,-24.744,24.744,-8.3878,0.916122,1.126,72.9,0,2026-09-20T12:18:20.768-07:00,2026-09-20T12:18:21.894-07:00,209,1.035,0.0784,S,959,141,226,1.108,0.071,S,977,149
10,11,CW,2,300,318.516,33,18.516,18.516,6.172,1.06172,1.22,53.1,0,2026-09-20T12:18:21.894-07:00,2026-09-20T12:18:23.114-07:00,226,1.108,0.071,S,977,149,215,1.049,0.0729,N,1065,156
11,12,CW,2,290,279.908,29,-10.092,10.092,-3.48,0.9652,1.169,39.1,0,2026-09-20T12:18:23.114-07:00,2026-09-20T12:18:24.283-07:00,215,1.049,0.0729,N,1065,156,134,0.647,0.0743,N,1021,148
12,13,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.116,45.9,0,2026-09-20T12:18:24.283-07:00,2026-09-20T12:18:25.399-07:00,134,0.647,0.0743,N,1021,148,219,1.058,0.0709,N,968,148
13,14,CW,2,315,308.864,32,-6.136,6.136,-1.9479,0.980521,1.236,45.9,0,2026-09-20T12:18:25.399-07:00,2026-09-20T12:18:26.635-07:00,219,1.058,0.0709,N,968,148,198,0.947,0.0809,N,1093,143
14,15,CW,2,315,308.864,32,-6.136,6.136,-1.9479,0.980521,1.331,19.1,0,2026-09-20T12:18:26.635-07:00,2026-09-20T12:18:27.966-07:00,198,0.947,0.0809,N,1093,143,205,0.981,0.0767,S,1167,164
15,16,CW,2,325,328.168,34,3.168,3.168,0.9748,1.009748,1.349,32.9,0,2026-09-20T12:18:27.966-07:00,2026-09-20T12:18:29.315-07:00,205,0.981,0.0767,S,1167,164,194,0.928,0.0673,S,1200,148
16,17,CW,2,310,299.212,31,-10.788,10.788,-3.48,0.9652,1.359,32.9,0,2026-09-20T12:18:29.315-07:00,2026-09-20T12:18:30.674-07:00,194,0.928,0.0673,S,1200,148,236,1.129,0.0693,N,1190,169
17,18,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.319,44.1,0,2026-09-20T12:18:30.674-07:00,2026-09-20T12:18:31.993-07:00,236,1.129,0.0693,N,1190,169,239,1.144,0.071,S,1135,184
18,19,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.204,48.1,0,2026-09-20T12:18:31.993-07:00,2026-09-20T12:18:33.197-07:00,239,1.144,0.071,S,1135,184,242,1.126,0.068,S,1051,153
19,20,CW,2,320,308.864,32,-11.136,11.136,-3.48,0.9652,1.103,49.9,0,2026-09-20T12:18:33.197-07:00,2026-09-20T12:18:34.300-07:00,242,1.126,0.068,S,1051,153,235,1.073,0.0753,S,948,155
20,21,CW,2,315,308.864,32,-6.136,6.136,-1.9479,0.980521,1.162,88.9,0,2026-09-20T12:18:34.300-07:00,2026-09-20T12:18:35.462-07:00,235,1.073,0.0753,S,948,155,231,1.05,0.0722,N,1021,141
21,22,CW,2,315,270.256,28,-44.744,44.744,-14.2044,0.857956,1.087,88.9,0,2026-09-20T12:18:35.462-07:00,2026-09-20T12:18:36.549-07:00,231,1.05,0.0722,N,1021,141,227,1.004,0.0731,S,943,144
22,23,CW,2,305,270.256,28,-34.744,34.744,-11.3915,0.886085,1.017,14.1,0,2026-09-20T12:18:36.549-07:00,2026-09-20T12:18:37.566-07:00,227,1.004,0.0731,S,943,144,194,0.858,0.0823,N,877,140
23,24,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.08,14.1,0,2026-09-20T12:18:37.566-07:00,2026-09-20T12:18:38.646-07:00,194,0.858,0.0823,N,877,140,223,0.987,0.0681,N,944,136
24,25,CW,2,295,289.56,30,-5.44,5.44,-1.8441,0.981559,0.993,15.9,0,2026-09-20T12:18:38.646-07:00,2026-09-20T12:18:39.639-07:00,223,0.987,0.0681,N,944,136,197,0.872,0.0757,N,859,134
25,26,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,0.968,47.9,0,2026-09-20T12:18:39.639-07:00,2026-09-20T12:18:40.607-07:00,197,0.872,0.0757,N,859,134,210,0.929,0.0777,S,837,131
