2026-08-26T14:05:23,196150698-07:00	ARMED	Predictive strong-afternoon-daylight repeat; CCW; constant PWM 90; sensor RIGHT/outside-facing; IR one Mile Marker behind Toby Hall sensor
2026-08-26T14:06:40,800355674-07:00	ENVIRONMENT	Sunny strong afternoon daylight; ambient temperature 104 F (operator report)
2026-08-26T14:12:49,388582160-07:00	ILLUMINATION_MAP	CCW: 040-021 intermittent bright sun; 021-wrap-164 shade with reflected ambient; 164-159 bright sun; 156-154 brief sun speck; 149-130 bright sun on train left side (sensor mounted right); 130-114 intermittent; 114-107 bright; after 107 intermittent then relatively shady to 063; 063-054 bright; 054-041 intermittent
2026-08-26T14:14:20,433682112-07:00	LAP_BOUNDARY	At MM 036 test car reversed; lap 1 RIGHT/outside-facing ended; lap 2 CCW sensor LEFT began; constant PWM 90
