2026-09-26T08:52:25.704	ngr/loco/9950012/state/nav	{"event":"DECLARED","state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":49,"tgt":48,"dir":"CCW","adv":0,"ref":0}
2026-09-26T08:52:27.320	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1333,"accepted":1333,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":15,"reason":1,"boot":"14802F4D0D61DA7D","seq":1335,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:27.323	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1333,"accepted":1333,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":15,"reason":1,"boot":"14802F4D0D61DA7D","seq":1335,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:27.324	ngr/loco/9950012/alert	{"level":"CLEAR","reason":"STATUS","loco":"9950012","uptime_ms":169118,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":49,"dead_reckoned_mm":49,"tgt":48,"dir":"CCW","session_dir":"CCW","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"est_age_ms":null,"baseline":1828,"base_age_ms":166758,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_MM_REFERENCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:27.325	ngr/loco/9950012/state/throttle	0
2026-09-26T08:52:27.326	ngr/loco/9950012/state/direction	2
2026-09-26T08:52:27.326	ngr/loco/9950012/state/estop	0
2026-09-26T08:52:27.326	ngr/loco/9950012/state/nav_ready	1
2026-09-26T08:52:27.333	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:27.690	ngr/loco/9950012/diag/ir_health	{"shadow":0,"health_revision":"PROXIMAL_R1","calibration_id":0,"distance_bounds":"UNVALIDATED","loco_boot":"EE765AA21A71C703","health":"INADEQUATE_CONTRAST","readiness":"UNAVAILABLE","fresh":1,"age_ms":80,"detector_reason":1,"epoch":1,"epoch_active":0,"epoch_starts":1,"epoch_ends":1,"epoch_reason":"INSTRUMENT_UNAVAILABLE","ir_boot":"14802F4D0D61DA7D","seq":1338,"pulses":26,"epoch_mm":null,"delta_pulses":null,"delta_us":null,"ref_valid":0,"ref_mm":null,"ref_ms":null,"ref_event":0,"ref_alignment_us":0,"ref_basis":"NAV05_ACCEPTED","distance_mm":null,"accepted":1336,"rejected":0,"duplicate":0,"old":0,"queue_gaps":0,"changes":13}
2026-09-26T08:52:28.228	ngr/loco/9950012/state/lowvolt	0
2026-09-26T08:52:28.265	ngr/loco/9950012/telem/voltage	16.10
2026-09-26T08:52:28.265	ngr/loco/9950012/telem/current	0.20
2026-09-26T08:52:28.265	ngr/loco/9950012/telem/power	3.14
2026-09-26T08:52:28.321	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1343,"accepted":1343,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":1,"reason":1,"boot":"14802F4D0D61DA7D","seq":1345,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:28.324	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1343,"accepted":1343,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":1,"reason":1,"boot":"14802F4D0D61DA7D","seq":1345,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:28.324	ngr/loco/9950012/alert	{"level":"CLEAR","reason":"STATUS","loco":"9950012","uptime_ms":170119,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":49,"dead_reckoned_mm":49,"tgt":48,"dir":"CCW","session_dir":"CCW","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"est_age_ms":null,"baseline":1828,"base_age_ms":167760,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_MM_REFERENCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:28.326	ngr/loco/9950012/state/throttle	0
2026-09-26T08:52:28.327	ngr/loco/9950012/state/direction	2
2026-09-26T08:52:28.327	ngr/loco/9950012/state/estop	0
2026-09-26T08:52:28.327	ngr/loco/9950012/state/nav_ready	1
2026-09-26T08:52:28.366	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:28.690	ngr/loco/9950012/diag/ir_health	{"shadow":0,"health_revision":"PROXIMAL_R1","calibration_id":0,"distance_bounds":"UNVALIDATED","loco_boot":"EE765AA21A71C703","health":"INADEQUATE_CONTRAST","readiness":"UNAVAILABLE","fresh":1,"age_ms":85,"detector_reason":1,"epoch":1,"epoch_active":0,"epoch_starts":1,"epoch_ends":1,"epoch_reason":"INSTRUMENT_UNAVAILABLE","ir_boot":"14802F4D0D61DA7D","seq":1348,"pulses":26,"epoch_mm":null,"delta_pulses":null,"delta_us":null,"ref_valid":0,"ref_mm":null,"ref_ms":null,"ref_event":0,"ref_alignment_us":0,"ref_basis":"NAV05_ACCEPTED","distance_mm":null,"accepted":1346,"rejected":0,"duplicate":0,"old":0,"queue_gaps":0,"changes":13}
2026-09-26T08:52:29.320	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1353,"accepted":1353,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":1,"reason":1,"boot":"14802F4D0D61DA7D","seq":1355,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:29.325	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1353,"accepted":1353,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":1,"reason":1,"boot":"14802F4D0D61DA7D","seq":1355,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:29.326	ngr/loco/9950012/alert	{"level":"CLEAR","reason":"STATUS","loco":"9950012","uptime_ms":171119,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":49,"dead_reckoned_mm":49,"tgt":48,"dir":"CCW","session_dir":"CCW","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"est_age_ms":null,"baseline":1828,"base_age_ms":168759,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_MM_REFERENCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:29.326	ngr/loco/9950012/state/throttle	0
2026-09-26T08:52:29.326	ngr/loco/9950012/state/direction	2
2026-09-26T08:52:29.326	ngr/loco/9950012/state/estop	0
2026-09-26T08:52:29.327	ngr/loco/9950012/state/nav_ready	1
2026-09-26T08:52:29.338	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:29.695	ngr/loco/9950012/diag/ir_health	{"shadow":0,"health_revision":"PROXIMAL_R1","calibration_id":0,"distance_bounds":"UNVALIDATED","loco_boot":"EE765AA21A71C703","health":"INADEQUATE_CONTRAST","readiness":"UNAVAILABLE","fresh":1,"age_ms":86,"detector_reason":1,"epoch":1,"epoch_active":0,"epoch_starts":1,"epoch_ends":1,"epoch_reason":"INSTRUMENT_UNAVAILABLE","ir_boot":"14802F4D0D61DA7D","seq":1358,"pulses":26,"epoch_mm":null,"delta_pulses":null,"delta_us":null,"ref_valid":0,"ref_mm":null,"ref_ms":null,"ref_event":0,"ref_alignment_us":0,"ref_basis":"NAV05_ACCEPTED","distance_mm":null,"accepted":1356,"rejected":0,"duplicate":0,"old":0,"queue_gaps":0,"changes":13}
2026-09-26T08:52:30.330	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1363,"accepted":1363,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":5,"reason":1,"boot":"14802F4D0D61DA7D","seq":1365,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:30.335	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1363,"accepted":1363,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":5,"reason":1,"boot":"14802F4D0D61DA7D","seq":1365,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:30.335	ngr/loco/9950012/alert	{"level":"CLEAR","reason":"STATUS","loco":"9950012","uptime_ms":172120,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":49,"dead_reckoned_mm":49,"tgt":48,"dir":"CCW","session_dir":"CCW","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"est_age_ms":null,"baseline":1828,"base_age_ms":169760,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_MM_REFERENCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:30.336	ngr/loco/9950012/state/throttle	0
2026-09-26T08:52:30.336	ngr/loco/9950012/state/direction	2
2026-09-26T08:52:30.336	ngr/loco/9950012/state/estop	0
2026-09-26T08:52:30.336	ngr/loco/9950012/state/nav_ready	1
2026-09-26T08:52:30.340	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:30.693	ngr/loco/9950012/diag/ir_health	{"shadow":0,"health_revision":"PROXIMAL_R1","calibration_id":0,"distance_bounds":"UNVALIDATED","loco_boot":"EE765AA21A71C703","health":"INADEQUATE_CONTRAST","readiness":"UNAVAILABLE","fresh":1,"age_ms":71,"detector_reason":1,"epoch":1,"epoch_active":0,"epoch_starts":1,"epoch_ends":1,"epoch_reason":"INSTRUMENT_UNAVAILABLE","ir_boot":"14802F4D0D61DA7D","seq":1368,"pulses":26,"epoch_mm":null,"delta_pulses":null,"delta_us":null,"ref_valid":0,"ref_mm":null,"ref_ms":null,"ref_event":0,"ref_alignment_us":0,"ref_basis":"NAV05_ACCEPTED","distance_mm":null,"accepted":1366,"rejected":0,"duplicate":0,"old":0,"queue_gaps":0,"changes":13}
2026-09-26T08:52:31.327	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1373,"accepted":1373,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":5,"reason":1,"boot":"14802F4D0D61DA7D","seq":1375,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:31.328	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1373,"accepted":1373,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":5,"reason":1,"boot":"14802F4D0D61DA7D","seq":1375,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:31.328	ngr/loco/9950012/alert	{"level":"CLEAR","reason":"STATUS","loco":"9950012","uptime_ms":173121,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":49,"dead_reckoned_mm":49,"tgt":48,"dir":"CCW","session_dir":"CCW","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"est_age_ms":null,"baseline":1828,"base_age_ms":170761,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_MM_REFERENCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:31.328	ngr/loco/9950012/state/throttle	0
2026-09-26T08:52:31.329	ngr/loco/9950012/state/direction	2
2026-09-26T08:52:31.329	ngr/loco/9950012/state/estop	0
2026-09-26T08:52:31.329	ngr/loco/9950012/state/nav_ready	1
2026-09-26T08:52:31.331	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:31.699	ngr/loco/9950012/diag/ir_health	{"shadow":0,"health_revision":"PROXIMAL_R1","calibration_id":0,"distance_bounds":"UNVALIDATED","loco_boot":"EE765AA21A71C703","health":"INADEQUATE_CONTRAST","readiness":"UNAVAILABLE","fresh":1,"age_ms":71,"detector_reason":1,"epoch":1,"epoch_active":0,"epoch_starts":1,"epoch_ends":1,"epoch_reason":"INSTRUMENT_UNAVAILABLE","ir_boot":"14802F4D0D61DA7D","seq":1378,"pulses":26,"epoch_mm":null,"delta_pulses":null,"delta_us":null,"ref_valid":0,"ref_mm":null,"ref_ms":null,"ref_event":0,"ref_alignment_us":0,"ref_basis":"NAV05_ACCEPTED","distance_mm":null,"accepted":1376,"rejected":0,"duplicate":0,"old":0,"queue_gaps":0,"changes":13}
2026-09-26T08:52:32.323	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1383,"accepted":1383,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":8,"reason":1,"boot":"14802F4D0D61DA7D","seq":1385,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:32.332	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":1383,"accepted":1383,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":8,"reason":1,"boot":"14802F4D0D61DA7D","seq":1385,"pulses":26,"span":31,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE","ir_valid":0,"ir_mmps":null,"ir_pkph":null,"ir_speed_reason":"INADEQUATE_CONTRAST","ir_coupled":1,"ir_window_us":0,"ir_delta_pulses":0,"ir_pitch_um":0,"ir_speed_authority":"OBSERVE_ONLY","navi_speed_valid":1,"navi_speed_mmps":0.000,"navi_speed_reason":"STOPPED"}
2026-09-26T08:52:32.333	ngr/loco/9950012/alert	{"level":"CLEAR","reason":"STATUS","loco":"9950012","uptime_ms":174122,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":49,"dead_reckoned_mm":49,"tgt":48,"dir":"CCW","session_dir":"CCW","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"est_age_ms":null,"baseline":1828,"base_age_ms":171762,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_MM_REFERENCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:32.333	ngr/loco/9950012/state/throttle	0
2026-09-26T08:52:32.333	ngr/loco/9950012/state/direction	2
2026-09-26T08:52:32.333	ngr/loco/9950012/state/estop	0
2026-09-26T08:52:32.333	ngr/loco/9950012/state/nav_ready	1
2026-09-26T08:52:32.334	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-26T08:52:32.697	ngr/loco/9950012/diag/ir_health	{"shadow":0,"health_revision":"PROXIMAL_R1","calibration_id":0,"distance_bounds":"UNVALIDATED","loco_boot":"EE765AA21A71C703","health":"INADEQUATE_CONTRAST","readiness":"UNAVAILABLE","fresh":1,"age_ms":76,"detector_reason":1,"epoch":1,"epoch_active":0,"epoch_starts":1,"epoch_ends":1,"epoch_reason":"INSTRUMENT_UNAVAILABLE","ir_boot":"14802F4D0D61DA7D","seq":1388,"pulses":26,"epoch_mm":null,"delta_pulses":null,"delta_us":null,"ref_valid":0,"ref_mm":null,"ref_ms":null,"ref_event":0,"ref_alignment_us":0,"ref_basis":"NAV05_ACCEPTED","distance_mm":null,"accepted":1386,"rejected":0,"duplicate":0,"old":0,"queue_gaps":0,"changes":13}
2026-09-26T08:52:33.227	ngr/loco/9950012/state/lowvolt	0
2026-09-26T08:52:33.242	ngr/loco/9950012/telem/voltage	16.10
2026-09-26T08:52:33.242	ngr/loco/9950012/telem/current	0.19
2026-09-26T08:52:33.242	ngr/loco/9950012/telem/power	3.02
