timestamp,topic,loco_id,event,phase,station,offset,commanded_pwm,actual_pwm,note,seq,source_line
2026-08-08T23:24:44-0700,ngr/loco/9950011/state/station,9950011,ZERO_RAMP,3,Grillers,1,0,72,TRIGGER_M2_REACHED,,34107
2026-08-08T23:24:47-0700,ngr/loco/9950011/state/station,9950011,DWELL_BEGIN,4,Grillers,1,0,0,FIXED_DWELL,,34116
2026-08-08T23:25:02-0700,ngr/loco/9950011/state/station,9950011,DWELL_COMPLETE,5,Grillers,1,100,0,DEPART_TO_CRUISE,,34164
2026-08-08T23:25:08-0700,ngr/loco/9950011/state/station,9950011,DEPARTURE_COMPLETE,5,Grillers,4,100,100,CLEARED_ZONE,,34194
2026-08-08T23:25:08-0700,ngr/loco/9950011/state/station,9950011,RESET,0,NONE,999,100,100,DEPARTED,,34195
2026-08-08T23:25:39-0700,ngr/loco/9950011/state/station,9950011,ARMED,1,Arches,-12,100,100,RANGE_ARM_NORMAL,,34379
2026-08-08T23:25:41-0700,ngr/loco/9950011/state/station,9950011,APPROACH,1,Arches,-10,92,100,DERIVED_CRUISE_TO_ZONE,,34393
2026-08-08T23:25:42-0700,ngr/loco/9950011/state/station,9950011,APPROACH,1,Arches,-9,84,94,DERIVED_CRUISE_TO_ZONE,,34400
2026-08-08T23:25:44-0700,ngr/loco/9950011/state/station,9950011,APPROACH,1,Arches,-8,76,86,DERIVED_CRUISE_TO_ZONE,,34411
2026-08-08T23:25:45-0700,ngr/loco/9950011/state/station,9950011,APPROACH,1,Arches,-7,68,77,DERIVED_CRUISE_TO_ZONE,,34419
2026-08-08T23:25:46-0700,ngr/loco/9950011/state/station,9950011,APPROACH,1,Arches,-6,60,69,DERIVED_CRUISE_TO_ZONE,,34428
2026-08-08T23:25:48-0700,ngr/loco/9950011/state/station,9950011,ZONE_HOLD,1,Arches,-5,60,61,HOLD_60,,34441
2026-08-08T23:25:50-0700,ngr/loco/9950011/state/station,9950011,ZONE_HOLD,1,Arches,-4,60,60,HOLD_60,,34450
2026-08-08T23:25:52-0700,ngr/loco/9950011/state/station,9950011,ZONE_HOLD,1,Arches,-3,60,60,HOLD_60,,34458
