2026-09-22T13:28:59.938	ngr/loco/9950012/state/bootid	{"sketch":"NAVI_COHERENCE_0_4","loco":"9950012","boot_id":"3116C88AF7506501","field_accepted":0,"auto_enabled":0,"hall_entry":38,"window_ms":400,"guard_ms":0,"baseline":"X22_LOCKED_NO_PWM_RECOVERY","ir_source":"ESPNOW_TYPE5","ir_bounds":"UNVALIDATED","ir_authority":"PHYSICAL_PROGRESS_GATE","normal_model":"EXPECT_CONFIRM_ADVANCE","recovery_word":10,"traffic_coordination":0}
2026-09-22T13:31:16.375	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:16.376	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":138090,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":135730,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:16.376	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:16.376	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:16.377	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:16.377	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:16.377	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:17.355	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:17.361	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:17.362	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":139091,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":136731,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:17.363	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:17.363	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:17.364	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:17.364	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:17.365	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:18.282	ngr/loco/9950012/state/lowvolt	0
2026-09-22T13:31:18.285	ngr/loco/9950012/telem/voltage	0.66
2026-09-22T13:31:18.285	ngr/loco/9950012/telem/current	-0.00
2026-09-22T13:31:18.285	ngr/loco/9950012/telem/power	0.00
2026-09-22T13:31:18.355	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:18.362	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:18.363	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":140091,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":137731,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:18.363	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:18.375	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:18.375	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:18.375	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:18.375	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:19.361	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:19.365	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:19.366	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":141092,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":138731,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:19.366	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:19.366	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:19.368	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:19.368	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:19.368	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:20.361	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:20.364	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:20.365	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":142093,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":139732,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:20.365	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:20.365	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:20.365	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:20.365	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:20.365	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:21.373	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:21.384	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:21.385	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":143093,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":140732,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:21.385	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:21.386	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:21.386	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:21.387	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:21.387	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:22.358	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:22.363	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:22.364	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":144094,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":141734,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:22.364	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:22.364	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:22.364	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:22.366	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:22.366	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:23.285	ngr/loco/9950012/state/lowvolt	0
2026-09-22T13:31:23.291	ngr/loco/9950012/telem/voltage	0.66
2026-09-22T13:31:23.291	ngr/loco/9950012/telem/current	-0.00
2026-09-22T13:31:23.291	ngr/loco/9950012/telem/power	0.00
2026-09-22T13:31:23.368	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:23.370	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:23.371	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":145095,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":142734,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:23.371	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:23.376	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:23.377	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:23.377	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:23.377	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:24.370	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:24.389	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:24.390	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":146096,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":143735,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:24.390	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:24.390	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:24.390	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:24.391	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:24.391	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:25.374	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:25.377	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:25.378	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":147096,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":144736,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:25.378	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:25.378	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:25.378	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:25.378	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:25.379	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:26.363	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:26.370	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:26.370	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":148096,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":145735,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:26.374	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:26.374	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:26.374	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:26.374	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:26.374	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:27.364	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:27.367	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:27.373	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":149097,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":146736,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:27.393	ngr/loco/9950012/state/throttle	0
2026-09-22T13:31:27.393	ngr/loco/9950012/state/direction	2
2026-09-22T13:31:27.393	ngr/loco/9950012/state/estop	0
2026-09-22T13:31:27.393	ngr/loco/9950012/state/nav_ready	0
2026-09-22T13:31:27.393	ngr/loco/9950012/state/loopstat	{"hall_events":0,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:28.291	ngr/loco/9950012/state/lowvolt	0
2026-09-22T13:31:28.307	ngr/loco/9950012/telem/voltage	0.66
2026-09-22T13:31:28.307	ngr/loco/9950012/telem/current	-0.00
2026-09-22T13:31:28.307	ngr/loco/9950012/telem/power	0.00
2026-09-22T13:31:28.383	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:28.412	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"00:00:00:00:00:00","seen":0,"accepted":0,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":0,"age_ms":18446744073709551615,"reason":0,"boot":"0000000000000000","seq":0,"pulses":0,"span":0,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:31:28.414	ngr/loco/9950012/alert	{"level":"UNSET","reason":"STATUS","loco":"9950012","uptime_ms":150097,"state":"UNSET","nav":"UNSET","nav_state":"UNSET","mm":0,"dead_reckoned_mm":0,"tgt":0,"dir":"UNSET","session_dir":"UNSET","trust":"OPERATOR_DECLARED","powered":0,"moving":null,"motion_source":"IR","pwm":0,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":0,"baseline":1839,"base_age_ms":147736,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"NO_SOURCE","ir_waits":0,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":0,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:31:28.414	ngr/loco/9950012/state/throttle	0
