
PY          passxception:-fixed:+4}"}  "
FILE: /home/david/NGR/telemetry/runs/9950011_20260914_143544.log
TIME      MM   PWM   FIXED  SHADOW  DIFF
14:36:36   40    0   1949    1936   -13
14:36:37   40    0   1949    1936   -13
14:36:38   40    0   1949    1936   -13
14:36:39   40    0   1949    1936   -13
14:36:40   40    0   1949    1936   -13
14:36:41   40    0   1949    1936   -13
14:36:42   40    0   1949    1936   -13
14:36:43   40    0   1949    1936   -13
14:36:44   40    0   1949    1936   -13
14:36:45   40    0   1949    1936   -13
14:36:46   40    0   1949    1936   -13
14:36:47   40    0   1949    1936   -13
14:36:48   40    0   1949    1936   -13
14:36:49   40    0   1949    1936   -13
14:36:50   40    0   1949    1936   -13
14:36:51   40    0   1949    1936   -13
14:36:52   40    0   1949    1936   -13
14:36:53   40    0   1949    1936   -13
14:36:54   40    0   1949    1936   -13
14:36:55   40    0   1949    1936   -13
14:36:56   40    0   1949    1936   -13
14:36:57   40    0   1949    1936   -13
14:36:58   40    0   1949    1936   -13
14:36:59   40    0   1949    1936   -13
14:37:00   40    0   1949    1936   -13
14:37:01   40    0   1949    1936   -13
14:37:02   40    0   1949    1936   -13
14:37:03   40    0   1949    1936   -13
14:37:04   40    0   1949    1936   -13
14:37:05   40    0   1949    1936   -13
14:37:06   40    0   1949    1936   -13
14:37:07   40    0   1949    1936   -13
14:37:08   40    0   1949    1936   -13
14:37:09   40    0   1949    1936   -13
14:37:10   40    0   1949    1936   -13
14:37:11   40    0   1949    1936   -13
14:37:12   40    0   1949    1936   -13
14:37:13   40    0   1949    1936   -13
14:37:14   40    0   1949    1936   -13
14:37:15   40    0   1949    1936   -13
14:37:16   40    0   1949    1936   -13
14:37:17   40    0   1949    1936   -13
14:37:18   40    0   1949    1936   -13
14:37:19   40    0   1949    1936   -13
14:37:20   40    0   1949    1936   -13
14:37:21   40    0   1949    1936   -13
14:37:22   40    0   1949    1936   -13
14:37:23   40    0   1949    1936   -13
14:37:24   40    0   1949    1936   -13
14:37:25   40    0   1949    1936   -13
14:37:26   40    0   1949    1936   -13
14:37:27   40    0   1949    1936   -13
14:37:28   40    0   1949    1936   -13
14:37:29   40    0   1949    1936   -13
14:37:30   40    0   1949    1936   -13
14:37:31   40    0   1949    1936   -13
14:37:32   40    0   1949    1936   -13
14:37:33   40    0   1949    1936   -13
14:37:34   40    0   1949    1936   -13
14:37:35   40    0   1949    1936   -13
14:37:36   40    0   1949    1936   -13
14:37:37   40    0   1949    1936   -13
14:37:38   40    0   1949    1936   -13
14:37:39   40    0   1949    1936   -13
14:37:40   40    0   1949    1936   -13
14:37:41   40    0   1949    1936   -13
14:37:42   40    0   1949    1936   -13
14:37:43   40    0   1949    1936   -13
14:37:44   40    0   1949    1936   -13
14:37:45   40    0   1949    1936   -13
14:37:46   40    0   1949    1936   -13
14:37:47   40    0   1949    1936   -13
14:37:48   40    0   1949    1936   -13
14:37:49   40    0   1949    1936   -13
14:37:50   40    0   1949    1936   -13
14:37:51   40    0   1949    1936   -13
14:37:52   40    0   1949    1936   -13
