
PY          passxception:-fixed:+4}"}  "
FILE: /home/david/NGR/telemetry/runs/9950011_20260914_143544.log
TIME      MM   PWM   FIXED  SHADOW  DIFF
14:47:18   40    0   1949    1936   -13
14:47:19   40    0   1949    1936   -13
14:47:20   40    0   1949    1936   -13
14:47:21   40    0   1949    1936   -13
14:47:22   40    0   1949    1936   -13
14:47:23   40    0   1949    1936   -13
14:47:24   40    0   1949    1936   -13
14:47:25   40    0   1949    1936   -13
14:47:26   40    0   1949    1936   -13
14:47:27   40    0   1949    1936   -13
14:47:28   40    0   1949    1936   -13
14:47:29   40    0   1949    1936   -13
14:47:30   40    0   1949    1936   -13
14:47:31   40    0   1949    1936   -13
14:47:32   40    0   1949    1936   -13
14:47:33   40    0   1949    1936   -13
14:47:34   40    0   1949    1936   -13
14:47:35   40    0   1949    1936   -13
14:47:36   40    0   1949    1936   -13
14:47:37   40    0   1949    1936   -13
14:47:38   40    0   1949    1936   -13
14:47:39   40    0   1949    1936   -13
14:47:40   40    0   1949    1936   -13
14:47:41   40    0   1949    1936   -13
14:47:42   40    0   1949    1936   -13
14:47:43   40    0   1949    1936   -13
14:47:44   40    0   1949    1936   -13
14:47:45   40    0   1949    1936   -13
14:47:46   40    0   1949    1936   -13
14:47:47   40    0   1949    1936   -13
14:47:48   40    0   1949    1936   -13
14:47:49   40    0   1949    1936   -13
14:47:50   40    0   1949    1936   -13
14:47:51   40    0   1949    1936   -13
14:47:52   40    0   1949    1936   -13
14:47:53   40    0   1949    1936   -13
14:47:54   40    0   1949    1936   -13
14:47:55   40    0   1949    1936   -13
14:47:56   40    0   1949    1936   -13
14:47:57   40    0   1949    1936   -13
14:47:58   40    0   1949    1936   -13
14:47:59   40    0   1949    1936   -13
14:48:00   40    0   1949    1936   -13
14:48:01   40    0   1949    1936   -13
14:48:02   40    0   1949    1936   -13
14:48:03   40    0   1949    1936   -13
14:48:04   40    0   1949    1936   -13
14:48:05   40    0   1949    1936   -13
14:48:06   40    0   1949    1936   -13
14:48:07   40    0   1949    1936   -13
14:48:08   40    0   1949    1936   -13
14:48:09   40    0   1949    1936   -13
14:48:10   40    0   1949    1936   -13
14:48:11   40    0   1949    1936   -13
14:48:12   40    0   1949    1936   -13
14:48:13   40    0   1949    1936   -13
14:48:14   40    0   1949    1936   -13
14:48:15   40    0   1949    1936   -13
14:48:16   40    0   1949    1936   -13
14:48:17   40    0   1949    1936   -13
14:48:18   40    0   1949    1936   -13
14:48:19   40    0   1949    1936   -13
14:48:20   40    0   1949    1936   -13
14:48:21   40    0   1949    1936   -13
14:48:22   40    0   1949    1936   -13
14:48:23   40    0   1949    1936   -13
14:48:24   40    0   1949    1936   -13
14:48:25   40    0   1949    1936   -13
14:48:26   40    0   1949    1936   -13
14:48:27   40    0   1949    1936   -13
14:48:28   40    0   1949    1936   -13
14:48:29   40    0   1949    1936   -13
14:48:30   40    0   1949    1936   -13
14:48:31   40    0   1949    1936   -13
14:48:32   40    0   1949    1936   -13
14:48:33   40    0   1949    1936   -13
14:48:34   40    0   1949    1936   -13
14:48:35   40    0   1949    1936   -13
14:48:36   40    0   1949    1936   -13
14:48:37   40    0   1949    1936   -13
14:48:38   40    0   1949    1936   -13
14:48:39   40    0   1949    1936   -13
14:48:40   40    0   1949    1936   -13
14:48:41   40    0   1949    1936   -13
14:48:42   40    0   1949    1936   -13
14:48:43   40    0   1949    1936   -13
14:48:44   40    0   1949    1936   -13
14:48:45   40    0   1949    1936   -13
14:48:46   40    0   1949    1936   -13
14:48:47   40    0   1949    1936   -13
14:48:48   40    0   1949    1936   -13
14:48:49   40    0   1949    1936   -13
14:48:50   40    0   1949    1936   -13
14:48:51   40    0   1949    1936   -13
14:48:52   40    0   1949    1936   -13
14:48:53   40    0   1949    1936   -13
14:48:54   40    0   1949    1936   -13
14:48:55   40    0   1949    1936   -13
14:48:56   40    0   1949    1936   -13
14:48:57   40    0   1949    1936   -13
14:48:58   40    0   1949    1936   -13
14:48:59   40    0   1949    1936   -13
14:49:00   40    0   1949    1936   -13
14:49:01   40    0   1949    1936   -13
14:49:02   40    0   1949    1936   -13
14:49:03   40    0   1949    1936   -13
14:49:04   40    0   1949    1936   -13
14:49:05   40    0   1949    1936   -13
14:49:06   40    0   1949    1936   -13
14:49:07   40    0   1949    1936   -13
14:49:08   40    0   1949    1936   -13
14:49:09   40    0   1949    1936   -13
14:49:10   40    0   1949    1936   -13
14:49:11   40    0   1949    1936   -13
14:49:12   40    0   1949    1936   -13
14:49:13   40    0   1949    1936   -13
14:49:14   40    0   1949    1936   -13
14:49:15   40    0   1949    1936   -13
14:49:16   40    0   1949    1936   -13
14:49:17   40    0   1949    1936   -13
14:49:18   40    0   1949    1936   -13
14:49:19   40    0   1949    1936   -13
14:49:20   40    0   1949    1936   -13
14:49:21   40    0   1949    1936   -13
14:49:22   40    0   1949    1936   -13
14:49:23   40    0   1949    1936   -13
14:49:24   40    0   1949    1936   -13
14:49:25   40    0   1949    1936   -13
14:49:26   40    0   1949    1936   -13
14:49:27   40    0   1949    1936   -13
14:49:28   40    0   1949    1936   -13
14:49:29   40    0   1949    1936   -13
14:49:30   40    0   1949    1936   -13
14:49:31   40    0   1949    1936   -13
14:49:32   40    0   1949    1936   -13
14:49:33   40    0   1949    1936   -13
14:49:34   40    0   1949    1936   -13
14:49:35   40    0   1949    1936   -13
14:49:36   40    0   1949    1936   -13
14:49:37   40    0   1949    1936   -13
14:49:38   40    0   1949    1936   -13
14:49:39   40    0   1949    1936   -13
14:49:40   40    0   1949    1936   -13
14:49:41   40    0   1949    1936   -13
14:49:42   40    0   1949    1936   -13
14:49:43   40    0   1949    1936   -13
14:49:44   40    0   1949    1936   -13
14:49:45   40    0   1949    1936   -13
14:49:46   40    0   1949    1936   -13
14:49:47   40    0   1949    1936   -13
14:49:48   40    0   1949    1936   -13
14:49:49   40    0   1949    1936   -13
14:49:50   40    0   1949    1936   -13
14:49:51   40    0   1949    1936   -13
14:49:52   40    0   1949    1936   -13
14:49:53   40    0   1949    1936   -13
14:49:54   40    0   1949    1936   -13
14:49:55   40    0   1949    1936   -13
14:49:56   40    0   1949    1936   -13
14:49:57   40    0   1949    1936   -13
14:49:58   40    0   1949    1936   -13
14:49:59   40    0   1949    1936   -13
14:50:00   40    0   1949    1936   -13
14:50:01   40    0   1949    1936   -13
14:50:02   40    0   1949    1936   -13
14:50:03   40    0   1949    1936   -13
14:50:04   40    0   1949    1936   -13
14:50:05   40    0   1949    1936   -13
14:50:06   40    0   1949    1936   -13
14:50:07   40    0   1949    1936   -13
14:50:08   40    0   1949    1936   -13
14:50:09   40    0   1949    1936   -13
14:50:10   40    0   1949    1936   -13
14:50:11   40    0   1949    1936   -13
14:50:12   40    0   1949    1936   -13
14:50:13   40    0   1949    1936   -13
14:50:14   40    0   1949    1936   -13
14:50:15   40    0   1949    1936   -13
14:50:16   40    0   1949    1936   -13
14:50:17   40    0   1949    1936   -13
14:50:18   40    0   1949    1936   -13
14:50:19   40    0   1949    1936   -13
14:50:20   40    0   1949    1936   -13
14:50:21   40    0   1949    1936   -13
14:50:22   40    0   1949    1936   -13
14:50:23   40    0   1949    1936   -13
14:50:24   40    0   1949    1936   -13
14:50:25   40    0   1949    1936   -13
14:50:26   40    0   1949    1936   -13
14:50:27   40    0   1949    1936   -13
14:50:28   40    0   1949    1936   -13
14:50:29   40    0   1949    1936   -13
14:50:30   40    0   1949    1936   -13
14:50:31   40    0   1949    1936   -13
14:50:32   40    0   1949    1936   -13
14:50:33   40    0   1949    1936   -13
14:50:34   40    0   1949    1936   -13
14:50:35   40    0   1949    1936   -13
14:50:36   40    0   1949    1936   -13
14:50:37   40    0   1949    1936   -13
14:50:38   40    0   1949    1936   -13
14:50:39   40    0   1949    1936   -13
14:50:40   40    0   1949    1936   -13
14:50:41   40    0   1949    1936   -13
14:50:42   40    0   1949    1936   -13
14:50:43   40    0   1949    1936   -13
14:50:44   40    0   1949    1936   -13
14:50:45   40    0   1949    1936   -13
14:50:46   40    0   1949    1936   -13
14:50:47   40    0   1949    1936   -13
14:50:48   40    0   1949    1936   -13
14:50:49   40    0   1949    1936   -13
14:50:50   40    0   1949    1936   -13
14:50:51   40    0   1949    1936   -13
14:50:52   40    0   1949    1936   -13
14:50:53   40    0   1949    1936   -13
14:50:54   40    0   1949    1936   -13
14:50:55   40    0   1949    1936   -13
14:50:56   40    0   1949    1936   -13
14:50:57   40    0   1949    1936   -13
14:50:58   40    0   1949    1936   -13
14:50:59   40    0   1949    1936   -13
14:51:00   40    0   1949    1936   -13
14:51:01   40    0   1949    1936   -13
14:51:02   40    0   1949    1936   -13
14:51:03   40    0   1949    1936   -13
14:51:04   40    0   1949    1936   -13
14:51:05   40    0   1949    1936   -13
14:51:06   40    0   1949    1936   -13
14:51:07   40    0   1949    1936   -13
14:51:08   40    0   1949    1936   -13
14:51:09   40    0   1949    1936   -13
14:51:10   40    0   1949    1936   -13
14:51:11   40    0   1949    1936   -13
14:51:12   40    0   1949    1936   -13
14:51:13   40    0   1949    1936   -13
14:51:14   40    0   1949    1936   -13
14:51:15   40    0   1949    1936   -13
14:51:16   40    0   1949    1936   -13
14:51:17   40    0   1949    1936   -13
14:51:18   40    0   1949    1936   -13
14:51:19   40    0   1949    1936   -13
14:51:20   40    0   1949    1936   -13
14:51:21   40    0   1949    1936   -13
14:51:22   40    0   1949    1936   -13
14:51:23   40    0   1949    1936   -13
14:51:24   40    0   1949    1936   -13
14:51:25   40    0   1949    1936   -13
14:51:26   40    0   1949    1936   -13
14:51:27   40    0   1949    1936   -13
14:51:28   40    0   1949    1936   -13
14:51:29   40    0   1949    1936   -13
14:51:30   40    0   1949    1936   -13
14:51:31   40    0   1949    1936   -13
14:51:32   40    0   1949    1936   -13
14:51:33   40    0   1949    1936   -13
14:51:34   40    0   1949    1936   -13
14:51:35   40    0   1949    1936   -13
14:51:36   40    0   1949    1936   -13
14:51:37   40    0   1949    1936   -13
14:51:38   40    0   1949    1936   -13
14:51:39   40    0   1949    1936   -13
14:51:40   40    0   1949    1936   -13
14:51:41   40    0   1949    1936   -13
14:51:42   40    0   1949    1936   -13
14:51:43   40    0   1949    1936   -13
14:51:44   40    0   1949    1936   -13
14:51:45   40    0   1949    1936   -13
14:51:46   40    0   1949    1936   -13
14:51:47   40    0   1949    1936   -13
14:51:48   40    0   1949    1936   -13
14:51:49   40    0   1949    1936   -13
14:51:50   40    0   1949    1936   -13
14:51:51   40    0   1949    1936   -13
14:51:52   40    0   1949    1936   -13
14:51:53   40    0   1949    1936   -13
14:51:54   40    0   1949    1936   -13
14:51:55   40    0   1949    1936   -13
14:51:56   40    0   1949    1936   -13
14:51:57   40    0   1949    1936   -13
14:51:58   40    0   1949    1936   -13
14:51:59   40    0   1949    1936   -13
14:52:00   40    0   1949    1936   -13
14:52:01   40    0   1949    1936   -13
14:52:02   40    0   1949    1936   -13
14:52:03   40    0   1949    1936   -13
14:52:04   40    0   1949    1936   -13
14:52:05   40    0   1949    1936   -13
14:52:06   40    0   1949    1936   -13
14:52:07   40    0   1949    1936   -13
14:52:08   40    0   1949    1936   -13
14:52:09   40    0   1949    1936   -13
14:52:10   40    0   1949    1936   -13
14:52:11   40    0   1949    1936   -13
14:52:12   40    0   1949    1936   -13
14:52:13   40    0   1949    1936   -13
14:52:14   40    0   1949    1936   -13
14:52:15   40    0   1949    1936   -13
14:52:16   40    0   1949    1936   -13
14:52:17   40    0   1949    1936   -13
14:52:18   40    0   1949    1936   -13
14:52:19   40    0   1949    1936   -13
14:52:20   40    0   1949    1936   -13
14:52:21   40    0   1949    1936   -13
14:52:22   40    0   1949    1936   -13
14:52:23   40    0   1949    1936   -13
14:52:24   40    0   1949    1936   -13
14:52:25   40    0   1949    1936   -13
14:52:26   40    0   1949    1936   -13
14:52:27   40    0   1949    1936   -13
14:52:28   40    0   1949    1936   -13
14:52:29   40    0   1949    1936   -13
14:52:30   40    0   1949    1936   -13
14:52:31   40    0   1949    1936   -13
14:52:32   40    0   1949    1936   -13
14:52:33   40    0   1949    1936   -13
14:52:34   40    0   1949    1936   -13
14:52:35   40    0   1949    1936   -13
14:52:36   40    0   1949    1936   -13
14:52:37   40    0   1949    1936   -13
14:52:38   40    0   1949    1936   -13
14:52:39   40    0   1949    1936   -13
14:52:40   40    0   1949    1936   -13
14:52:41   40    0   1949    1936   -13
14:52:42   40    0   1949    1936   -13
14:52:43   40    0   1949    1936   -13
14:52:44   40    0   1949    1936   -13
14:52:45   40    0   1949    1936   -13
14:52:46   40    0   1949    1936   -13
14:52:47   40    0   1949    1936   -13
14:52:48   40    0   1949    1936   -13
14:52:49   40    0   1949    1936   -13
14:52:50   40    0   1949    1936   -13
14:52:51   40    0   1949    1936   -13
14:52:52   40    0   1949    1936   -13
14:52:53   40    0   1949    1936   -13
14:52:54   40    0   1949    1936   -13
14:52:55   40    0   1949    1936   -13
14:52:56   40    0   1949    1936   -13
14:52:57   40    0   1949    1936   -13
14:52:58   40    0   1949    1936   -13
14:52:59   40    0   1949    1936   -13
14:53:00   40    0   1949    1936   -13
14:53:01   40    0   1949    1936   -13
14:53:02   40    0   1949    1936   -13
14:53:03   40    0   1949    1936   -13
14:53:04   40    0   1949    1936   -13
14:53:05   40    0   1949    1936   -13
14:53:06   40    0   1949    1936   -13
14:53:07   40    0   1949    1936   -13
14:53:08   40    0   1949    1936   -13
14:53:09   40    0   1949    1936   -13
14:53:10   40    0   1949    1936   -13
14:53:11   40    0   1949    1936   -13
14:53:12   40    0   1949    1936   -13
14:53:13   40    0   1949    1936   -13
14:53:14   40    0   1949    1936   -13
14:53:15   40    0   1949    1936   -13
14:53:16   40    0   1949    1936   -13
14:53:17   40    0   1949    1936   -13
14:53:18   40    0   1949    1936   -13
14:53:19   40    0   1949    1936   -13
14:53:20   40    0   1949    1936   -13
14:53:21   40    0   1949    1936   -13
14:53:22   40    0   1949    1936   -13
14:53:23   40    0   1949    1936   -13
14:53:24   40    0   1949    1936   -13
14:53:25   40    0   1949    1936   -13
14:53:26   40    0   1949    1936   -13
14:53:27   40    0   1949    1936   -13
14:53:28   40    0   1949    1936   -13
14:53:29   40    0   1949    1936   -13
14:53:30   40    0   1949    1936   -13
14:53:31   40    0   1949    1936   -13
14:53:32   40    0   1949    1936   -13
14:53:33   40    0   1949    1936   -13
14:53:34   40    0   1949    1936   -13
14:53:35   40    0   1949    1936   -13
14:53:36   40    0   1949    1936   -13
14:53:37   40    0   1949    1936   -13
14:53:38   40    0   1949    1936   -13
14:53:39   40    0   1949    1936   -13
14:53:40   40    0   1949    1936   -13
14:53:41   40    0   1949    1936   -13
14:53:42   40    0   1949    1936   -13
14:53:43   40    0   1949    1936   -13
14:53:44   40    0   1949    1936   -13
14:53:45   40    0   1949    1936   -13
14:53:46   40    0   1949    1936   -13
14:53:47   40    0   1949    1936   -13
14:53:48   40    0   1949    1936   -13
14:53:49   40    0   1949    1936   -13
14:53:50   40    0   1949    1936   -13
14:53:51   40    0   1949    1936   -13
14:53:52   40    0   1949    1936   -13
14:53:53   40    0   1949    1936   -13
14:53:54   40    0   1949    1936   -13
14:53:55   40    0   1949    1936   -13
14:53:56   40    0   1949    1936   -13
14:53:57   40    0   1949    1936   -13
14:53:58   40    0   1949    1936   -13
14:53:59   40    0   1949    1936   -13
14:54:00   40    0   1949    1936   -13
14:54:01   40    0   1949    1936   -13
14:54:02   40    0   1949    1936   -13
14:54:03   40    0   1949    1936   -13
14:54:04   40    0   1949    1936   -13
14:54:05   40    0   1949    1936   -13
14:54:06   40    0   1949    1936   -13
14:54:07   40    0   1949    1936   -13
14:54:08   40    0   1949    1936   -13
14:54:09   40    0   1949    1936   -13
14:54:10   40    0   1949    1936   -13
14:54:11   40    0   1949    1936   -13
14:54:12   40    0   1949    1936   -13
14:54:13   40    0   1949    1936   -13
14:54:14   40    0   1949    1936   -13
14:54:15   40    0   1949    1936   -13
14:54:16   40    0   1949    1936   -13
14:54:17   40    0   1949    1936   -13
14:54:18   40    0   1949    1936   -13
14:54:19   40    0   1949    1936   -13
14:54:20   40    0   1949    1936   -13
14:54:21   40    0   1949    1936   -13
14:54:22   40    0   1949    1936   -13
14:54:23   40    0   1949    1936   -13
14:54:24   40    0   1949    1936   -13
14:54:25   40    0   1949    1936   -13
14:54:26   40    0   1949    1936   -13
14:54:27   40    0   1949    1936   -13
14:54:28   40    0   1949    1936   -13
14:54:29   40    0   1949    1936   -13
14:54:30   40    0   1949    1936   -13
14:54:31   40    0   1949    1936   -13
14:54:32   40    0   1949    1936   -13
14:54:33   40    0   1949    1936   -13
14:54:34   40    0   1949    1936   -13
14:54:35   40    0   1949    1936   -13
14:54:36   40    0   1949    1936   -13
14:54:37   40    0   1949    1936   -13
14:54:38   40    0   1949    1936   -13
14:54:39   40    0   1949    1936   -13
14:54:40   40    0   1949    1936   -13
14:54:41   40    0   1949    1936   -13
14:54:42   40    0   1949    1936   -13
14:54:43   40    0   1949    1936   -13
14:54:44   40    0   1949    1936   -13
14:54:45   40    0   1949    1936   -13
14:54:46   40    0   1949    1936   -13
14:54:47   40    0   1949    1936   -13
14:54:48   40    0   1949    1936   -13
14:54:49   40    0   1949    1936   -13
14:54:50   40    0   1949    1936   -13
14:54:51   40    0   1949    1936   -13
14:54:52   40    0   1949    1936   -13
14:54:53   40    0   1949    1936   -13
14:54:54   40    0   1949    1936   -13
14:54:55   40    0   1949    1936   -13
14:54:56   40    0   1949    1936   -13
14:54:57   40    0   1949    1936   -13
14:54:58   40    0   1949    1936   -13
14:54:59   40    0   1949    1936   -13
14:55:00   40    0   1949    1936   -13
14:55:01   40    0   1949    1936   -13
14:55:02   40    0   1949    1936   -13
14:55:03   40    0   1949    1936   -13
14:55:04   40    0   1949    1936   -13
14:55:05   40    0   1949    1936   -13
14:55:06   40    0   1949    1936   -13
14:55:07   40    0   1949    1936   -13
14:55:08   40    0   1949    1936   -13
14:55:09   40    0   1949    1936   -13
14:55:10   40    0   1949    1936   -13
14:55:11   40    0   1949    1936   -13
14:55:12   40    0   1949    1936   -13
14:55:13   40    0   1949    1936   -13
14:55:14   40    0   1949    1936   -13
14:55:15   40    0   1949    1936   -13
14:55:16   40    0   1949    1936   -13
14:55:17   40    0   1949    1936   -13
14:55:18   40    0   1949    1936   -13
14:55:19   40    0   1949    1936   -13
14:55:20   40    0   1949    1936   -13
14:55:21   40    0   1949    1936   -13
14:55:22   40    0   1949    1936   -13
14:55:23   40    0   1949    1936   -13
14:55:24   40    0   1949    1936   -13
14:55:25   40    0   1949    1936   -13
14:55:26   40    0   1949    1936   -13
14:55:27   40    0   1949    1936   -13
14:55:28   40    0   1949    1936   -13
14:55:29   40    0   1949    1936   -13
14:55:30   40    0   1949    1936   -13
14:55:31   40    0   1949    1936   -13
14:55:32   40    0   1949    1936   -13
14:55:33   40    0   1949    1936   -13
14:55:34   40    0   1949    1936   -13
14:55:35   40    0   1949    1936   -13
14:55:36   40    0   1949    1936   -13
14:55:37   40    0   1949    1936   -13
14:55:38   40    0   1949    1936   -13
14:55:39   40    0   1949    1936   -13
14:55:40   40    0   1949    1936   -13
14:55:41   40    0   1949    1936   -13
14:55:42   40    0   1949    1936   -13
14:55:43   40    0   1949    1936   -13
14:55:44   40    0   1949    1936   -13
14:55:45   40    0   1949    1936   -13
14:55:46   40    0   1949    1936   -13
14:55:47   40    0   1949    1936   -13
14:55:48   40    0   1949    1936   -13
14:55:49   40    0   1949    1936   -13
14:55:50   40    0   1949    1936   -13
14:55:51   40    0   1949    1936   -13
14:55:52   40    0   1949    1936   -13
14:55:53   40    0   1949    1936   -13
14:55:54   40    0   1949    1936   -13
14:55:55   40    0   1949    1936   -13
14:55:56   40    0   1949    1936   -13
14:55:57   40    0   1949    1936   -13
14:55:58   40    0   1949    1936   -13
14:55:59   40    0   1949    1936   -13
14:56:00   40    0   1949    1936   -13
14:56:01   40    0   1949    1936   -13
14:56:02   40    0   1949    1936   -13
14:56:03   40    0   1949    1936   -13
14:56:04   40    0   1949    1936   -13
14:56:05   40    0   1949    1936   -13
14:56:06   40    0   1949    1936   -13
14:56:07   40    0   1949    1936   -13
14:56:08   40    0   1949    1936   -13
14:56:09   40    0   1949    1936   -13
14:56:10   40    0   1949    1936   -13
14:56:11   40    0   1949    1936   -13
14:56:12   40    0   1949    1936   -13
14:56:13   40    0   1949    1936   -13
14:56:14   40    0   1949    1936   -13
14:56:15   40    0   1949    1936   -13
14:56:16   40    0   1949    1936   -13
14:56:17   40    0   1949    1936   -13
14:56:18   40    0   1949    1936   -13
14:56:19   40    0   1949    1936   -13
14:56:20   40    0   1949    1936   -13
14:56:21   40    0   1949    1936   -13
14:56:22   40    0   1949    1936   -13
14:56:23   40    0   1949    1936   -13
14:56:24   40    0   1949    1936   -13
14:56:25   40    0   1949    1936   -13
14:56:26   40    0   1949    1936   -13
14:56:27   40    0   1949    1936   -13
14:56:28   40    0   1949    1936   -13
14:56:29   40    0   1949    1936   -13
14:56:31   40    0   1949    1936   -13
14:56:31   40    0   1949    1936   -13
14:56:32   40    0   1949    1936   -13
14:56:33   40    0   1949    1936   -13
14:56:34   40    0   1949    1936   -13
14:56:35   40    0   1949    1936   -13
14:56:36   40    0   1949    1936   -13
14:56:37   40    0   1949    1936   -13
14:56:38   40    0   1949    1936   -13
14:56:39   40    0   1949    1936   -13
14:56:40   40    0   1949    1936   -13
14:56:41   40    0   1949    1936   -13
14:56:42   40    0   1949    1936   -13
14:56:43   40    0   1949    1936   -13
14:56:44   40    0   1949    1936   -13
14:56:46   40    0   1949    1936   -13
14:56:46   40    0   1949    1936   -13
14:56:47   40    0   1949    1936   -13
14:56:48   40    0   1949    1936   -13
14:56:49   40    0   1949    1936   -13
14:56:50   40    0   1949    1936   -13
14:56:51   40    0   1949    1936   -13
14:56:52   40    0   1949    1936   -13
14:56:53   40    0   1949    1936   -13
14:56:54   40    0   1949    1936   -13
14:56:55   40    0   1949    1936   -13
14:56:56   40    0   1949    1936   -13
14:56:57   40    0   1949    1936   -13
14:56:58   40    0   1949    1936   -13
14:56:59   40    0   1949    1936   -13
14:57:01   40    0   1949    1936   -13
14:57:01   40    0   1949    1936   -13
14:57:02   40    0   1949    1936   -13
14:57:03   40    0   1949    1936   -13
14:57:04   40    0   1949    1936   -13
14:57:05   40    0   1949    1936   -13
14:57:06   40    0   1949    1936   -13
14:57:07   40    0   1949    1936   -13
14:57:08   40    0   1949    1936   -13
14:57:09   40    0   1949    1936   -13
14:57:11   40    0   1949    1936   -13
14:57:12   40    0   1949    1936   -13
14:57:12   40    0   1949    1936   -13
14:57:13   40    0   1949    1936   -13
14:57:14   40    0   1949    1936   -13
14:57:16   40    0   1949    1936   -13
14:57:16   40    0   1949    1936   -13
14:57:17   40    0   1949    1936   -13
14:57:18   40    0   1949    1936   -13
14:57:19   40    0   1949    1936   -13
14:57:20   40    0   1949    1936   -13
14:57:21   40    0   1949    1936   -13
14:57:22   40    0   1949    1936   -13
14:57:23   40    0   1949    1936   -13
14:57:24   40    0   1949    1936   -13
14:57:25   40    0   1949    1936   -13
14:57:26   40    0   1949    1936   -13
14:57:27   40    0   1949    1936   -13
14:57:28   40    0   1949    1936   -13
14:57:29   40    0   1949    1936   -13
14:57:31   40    0   1949    1936   -13
14:57:31   40    0   1949    1936   -13
14:57:32   40    0   1949    1936   -13
14:57:33   40    0   1949    1936   -13
14:57:34   40    0   1949    1936   -13
14:57:35   40    0   1949    1936   -13
14:57:36   40    0   1949    1936   -13
14:57:38   40    0   1949    1936   -13
14:57:38   40    0   1949    1936   -13
14:57:39   40    0   1949    1936   -13
14:57:40   40    0   1949    1936   -13
14:57:41   40    0   1949    1936   -13
14:57:43   40    0   1949    1936   -13
14:57:43   40    0   1949    1936   -13
14:57:44   40    0   1949    1936   -13
14:57:46   40    0   1949    1936   -13
14:57:46   40    0   1949    1936   -13
14:57:47   40    0   1949    1936   -13
14:57:48   40    0   1949    1936   -13
14:57:49   40    0   1949    1936   -13
14:57:51   40    0   1949    1936   -13
14:57:52   40    0   1949    1936   -13
14:57:53   40    0   1949    1936   -13
14:57:54   40    0   1949    1936   -13
14:57:55   40    0   1949    1936   -13
14:57:55   40    0   1949    1936   -13
14:57:57   40    0   1949    1936   -13
14:57:58   40    0   1949    1936   -13
14:57:59   40    0   1949    1936   -13
14:58:00   40    0   1949    1936   -13
14:58:01   40    0   1949    1936   -13
14:58:02   40    0   1949    1936   -13
14:58:03   40    0   1949    1936   -13
14:58:04   40    0   1949    1936   -13
14:58:05   40    0   1949    1936   -13
14:58:06   40    0   1949    1936   -13
14:58:07   40    0   1949    1936   -13
14:58:08   40    0   1949    1936   -13
14:58:09   40    0   1949    1936   -13
14:58:10   40    0   1949    1936   -13
14:58:11   40    0   1949    1936   -13
14:58:12   40    0   1949    1936   -13
14:58:13   40    0   1949    1936   -13
14:58:14   40    0   1949    1936   -13
14:58:15   40    0   1949    1936   -13
14:58:16   40    0   1949    1936   -13
14:58:17   40    0   1949    1936   -13
14:58:18   40    0   1949    1936   -13
14:58:19   40    0   1949    1936   -13
14:58:20   40    0   1949    1936   -13
14:58:21   40    0   1949    1936   -13
14:58:22   40    0   1949    1936   -13
14:58:23   40    0   1949    1936   -13
14:58:24   40    0   1949    1936   -13
14:58:25   40    0   1949    1936   -13
14:58:26   40    0   1949    1936   -13
14:58:27   40    0   1949    1936   -13
14:58:28   40    0   1949    1936   -13
14:58:29   40    0   1949    1936   -13
14:58:30   40    0   1949    1936   -13
14:58:31   40    0   1949    1936   -13
14:58:32   40    0   1949    1936   -13
14:58:33   40    0   1949    1936   -13
14:58:34   40    0   1949    1936   -13
14:58:35   40    0   1949    1936   -13
14:58:36   40    0   1949    1936   -13
14:58:37   40    0   1949    1936   -13
14:58:38   40    0   1949    1936   -13
14:58:39   40    0   1949    1936   -13
14:58:40   40    0   1949    1936   -13
14:58:41   40    0   1949    1936   -13
14:58:42   40    0   1949    1936   -13
14:58:43   40    0   1949    1936   -13
14:58:44   40    0   1949    1936   -13
14:58:45   40    0   1949    1936   -13
14:58:46   40    0   1949    1936   -13
14:58:47   40    0   1949    1936   -13
14:58:48   40    0   1949    1936   -13
14:58:49   40    0   1949    1936   -13
14:58:50   40    0   1949    1936   -13
14:58:51   40    0   1949    1936   -13
14:58:52   40    0   1949    1936   -13
14:58:53   40    0   1949    1936   -13
14:58:54   40    0   1949    1936   -13
14:58:55   40    0   1949    1936   -13
14:58:56   40    0   1949    1936   -13
14:58:57   40    0   1949    1936   -13
14:58:58   40    0   1949    1936   -13
14:58:59   40    0   1949    1936   -13
14:59:00   40    0   1949    1936   -13
14:59:01   40    0   1949    1936   -13
14:59:02   40    0   1949    1936   -13
14:59:03   40    0   1949    1936   -13
14:59:04   40    0   1949    1936   -13
14:59:05   40    0   1949    1936   -13
14:59:06   40    0   1949    1936   -13
14:59:07   40    0   1949    1936   -13
14:59:08   40    0   1949    1936   -13
14:59:09   40    0   1949    1936   -13
14:59:10   40    0   1949    1936   -13
14:59:11   40    0   1949    1936   -13
14:59:12   40    0   1949    1936   -13
14:59:13   40    0   1949    1936   -13
14:59:14   40    0   1949    1936   -13
14:59:15   40    0   1949    1936   -13
14:59:16   40    0   1949    1936   -13
14:59:17   40    0   1949    1936   -13
14:59:18   40    0   1949    1936   -13
14:59:19   40    0   1949    1936   -13
14:59:20   40    0   1949    1936   -13
14:59:21   40    0   1949    1936   -13
14:59:22   40    0   1949    1936   -13
14:59:23   40    0   1949    1936   -13
14:59:24   40    0   1949    1936   -13
14:59:25   40    0   1949    1936   -13
14:59:26   40    0   1949    1936   -13
14:59:27   40    0   1949    1936   -13
14:59:28   40    0   1949    1936   -13
14:59:29   40    0   1949    1936   -13
14:59:30   40    0   1949    1936   -13
